tstart	tstop	obsid	simpos	feps	ccds	vid	clk	power	pitch
2009:277:01:07:36.768	2009:277:01:08:00.768	10273	92904	0	0	1	0	40.00	61.74
2009:277:01:08:00.768	2009:277:01:08:09.019	10273	92904	6	6	1	0	118.00	61.74
2009:277:01:08:09.019	2009:277:01:09:07.768	10273	92904	6	6	1	0	118.00	63.60
2009:277:01:09:07.768	2009:277:01:11:39.019	10273	92904	6	6	1	1	129.00	63.60
2009:277:01:11:39.019	2009:277:01:14:34.974	10273	92904	6	6	1	1	129.00	68.58
2009:277:01:14:34.974	2009:277:03:34:34.974	10273	92904	6	6	1	1	129.00	69.80
2009:277:03:34:34.974	2009:277:05:44:00.162	10273	92904	6	6	1	1	129.00	69.78
2009:277:05:44:00.162	2009:277:05:46:10.623	10273	-99616	6	6	1	0	118.00	69.78
2009:277:05:46:10.623	2009:277:05:47:00.162	10273	-99616	6	6	1	0	118.00	69.75
2009:277:05:47:00.162	2009:277:05:50:00.372	56791	-99616	6	6	1	0	118.00	69.75
2009:277:05:50:00.372	2009:277:05:50:04.372	56791	-99616	6	6	1	0	118.00	69.75
2009:277:05:50:04.372	2009:277:05:50:08.372	56791	-99616	6	6	1	0	118.00	69.75
2009:277:05:50:08.372	2009:277:05:50:10.628	56791	-99616	0	0	1	0	40.00	69.75
2009:277:05:50:10.628	2009:277:05:50:32.372	56791	-99616	0	0	1	0	40.00	69.75
2009:277:05:50:32.372	2009:277:05:51:39.372	56791	-99616	6	6	1	0	118.00	69.75
2009:277:05:51:39.372	2009:277:05:54:30.372	56791	-99616	6	6	1	1	129.00	69.75
2009:277:05:54:30.372	2009:277:05:54:40.623	56790	-99616	6	6	1	1	129.00	69.75
2009:277:05:54:40.623	2009:277:05:59:00.623	56790	-99616	6	6	1	1	129.00	69.75
2009:277:05:59:00.623	2009:277:06:03:20.623	56790	-99616	6	6	1	1	129.00	73.06
2009:277:06:03:20.623	2009:277:06:07:40.623	56790	-99616	6	6	1	1	129.00	84.73
2009:277:06:07:40.623	2009:277:06:12:00.623	56790	-99616	6	6	1	1	129.00	103.41
2009:277:06:12:00.623	2009:277:06:16:20.623	56790	-99616	6	6	1	1	129.00	122.87
2009:277:06:16:20.623	2009:277:06:20:40.623	56790	-99616	6	6	1	1	129.00	141.19
2009:277:06:20:40.623	2009:277:06:24:36.730	56790	-99616	6	6	1	1	129.00	152.09
2009:277:06:24:36.730	2009:277:06:43:41.892	56790	-99616	6	6	1	1	129.00	154.75
2009:277:06:43:41.892	2009:277:06:43:52.143	56789	-99616	6	6	1	1	129.00	154.75
2009:277:06:43:52.143	2009:277:06:48:32.143	56789	-99616	6	6	1	1	129.00	154.75
2009:277:06:48:32.143	2009:277:06:53:12.143	56789	-99616	6	6	1	1	129.00	154.59
2009:277:06:53:12.143	2009:277:06:57:52.143	56789	-99616	6	6	1	1	129.00	153.84
2009:277:06:57:52.143	2009:277:07:02:32.143	56789	-99616	6	6	1	1	129.00	152.20
2009:277:07:02:32.143	2009:277:07:07:12.143	56789	-99616	6	6	1	1	129.00	150.17
2009:277:07:07:12.143	2009:277:07:11:52.143	56789	-99616	6	6	1	1	129.00	148.09
2009:277:07:11:52.143	2009:277:07:16:32.143	56789	-99616	6	6	1	1	129.00	146.21
2009:277:07:16:32.143	2009:277:07:21:12.143	56789	-99616	6	6	1	1	129.00	144.77
2009:277:07:21:12.143	2009:277:07:25:40.254	56789	-99616	6	6	1	1	129.00	144.11
2009:277:07:25:40.254	2009:277:08:33:40.372	56789	-99616	6	6	1	1	129.00	143.97
2009:277:08:33:40.372	2009:277:08:35:60.000	56789	-99616	6	6	1	0	118.00	143.97
2009:277:08:35:60.000	2009:277:08:36:40.372	56789	-99616	6	6	1	0	118.00	144.01
2009:277:08:36:40.372	2009:277:08:36:49.372	56789	-99616	6	6	1	0	118.00	144.01
2009:277:08:36:49.372	2009:277:08:36:49.372	56789	-99616	6	6	0	0	96.60	144.01
