tstart	tstop	obsid	simpos	feps	ccds	vid	clk	power	pitch
2008:311:14:58:49.849	2008:311:15:03:09.849	10777	74424	6	6	1	1	129.00	141.09
2008:311:15:03:09.849	2008:311:15:07:29.849	10777	74424	6	6	1	1	129.00	122.66
2008:311:15:07:29.849	2008:311:15:11:49.849	10777	74424	6	6	1	1	129.00	103.47
2008:311:15:11:49.849	2008:311:15:16:09.849	10777	74424	6	6	1	1	129.00	85.27
2008:311:15:16:09.849	2008:311:15:20:17.160	10777	74424	6	6	1	1	129.00	74.24
2008:311:15:20:17.160	2008:311:17:20:17.160	10777	74424	6	6	1	1	129.00	71.35
2008:311:17:20:17.160	2008:311:19:20:17.160	10777	74424	6	6	1	1	129.00	71.41
2008:311:19:20:17.160	2008:311:21:20:17.160	10777	74424	6	6	1	1	129.00	71.47
2008:311:21:20:17.160	2008:311:23:06:16.904	10777	74424	6	6	1	1	129.00	71.53
2008:311:23:06:16.904	2008:311:23:06:27.155	10777	74424	6	6	1	0	118.00	71.53
2008:311:23:06:27.155	2008:311:23:09:16.904	10777	74424	6	6	1	0	118.00	71.58
2008:311:23:09:16.904	2008:311:23:11:27.155	57524	74424	6	6	1	0	118.00	71.58
2008:311:23:11:27.155	2008:311:23:16:27.155	57524	74424	6	6	1	0	118.00	76.16
2008:311:23:16:27.155	2008:311:23:21:27.155	57524	74424	6	6	1	0	118.00	91.90
2008:311:23:21:27.155	2008:311:23:26:27.155	57524	74424	6	6	1	0	118.00	114.32
2008:311:23:26:27.155	2008:311:23:31:27.155	57524	74424	6	6	1	0	118.00	136.32
2008:311:23:31:27.155	2008:311:23:35:30.238	57524	74424	6	6	1	0	118.00	149.92
2008:311:23:35:30.238	2008:311:23:39:59.983	57524	74424	6	6	1	0	118.00	152.78
2008:311:23:39:59.983	2008:311:23:40:10.234	10380	71368	6	6	1	0	118.00	152.78
2008:311:23:40:10.234	2008:311:23:44:50.583	10380	71368	6	6	1	0	118.00	152.78
2008:311:23:44:50.583	2008:311:23:44:54.583	10380	71368	6	6	1	0	118.00	152.78
2008:311:23:44:54.583	2008:311:23:44:58.583	10380	71368	6	6	1	0	118.00	152.78
2008:311:23:44:58.583	2008:311:23:45:10.234	10380	71368	0	0	1	0	40.00	152.78
2008:311:23:45:10.234	2008:311:23:45:22.583	10380	71368	0	0	1	0	40.00	152.76
2008:311:23:45:22.583	2008:311:23:46:29.583	10380	71368	1	1	1	0	58.30	152.76
2008:311:23:46:29.583	2008:311:23:50:10.234	10380	71368	1	1	1	1	57.00	152.76
2008:311:23:50:10.234	2008:311:23:55:10.234	10380	71368	1	1	1	1	57.00	152.66
2008:311:23:55:10.234	2008:312:00:00:10.234	10380	71368	1	1	1	1	57.00	152.42
2008:312:00:00:10.234	2008:312:00:05:10.234	10380	71368	1	1	1	1	57.00	152.11
2008:312:00:05:10.234	2008:312:00:10:10.234	10380	71368	1	1	1	1	57.00	151.78
2008:312:00:10:10.234	2008:312:00:15:10.234	10380	71368	1	1	1	1	57.00	151.47
2008:312:00:15:10.234	2008:312:00:20:10.234	10380	71368	1	1	1	1	57.00	151.24
2008:312:00:20:10.234	2008:312:00:24:50.193	10380	71368	1	1	1	1	57.00	151.15
2008:312:00:24:50.193	2008:312:02:34:50.193	10380	71368	1	1	1	1	57.00	151.13
2008:312:02:34:50.193	2008:312:04:44:50.193	10380	71368	1	1	1	1	57.00	151.04
2008:312:04:44:50.193	2008:312:06:54:50.193	10380	71368	1	1	1	1	57.00	150.95
2008:312:06:54:50.193	2008:312:09:04:50.193	10380	71368	1	1	1	1	57.00	150.86
2008:312:09:04:50.193	2008:312:10:45:49.940	10380	71368	1	1	1	1	57.00	150.77
2008:312:10:45:49.940	2008:312:10:46:00.191	10380	71368	1	1	1	0	58.30	150.77
2008:312:10:46:00.191	2008:312:10:48:49.940	10380	71368	1	1	1	0	58.30	150.70
2008:312:10:48:49.940	2008:312:10:50:40.191	57523	71368	1	1	1	0	58.30	150.70
2008:312:10:50:40.191	2008:312:10:55:20.191	57523	71368	1	1	1	0	58.30	150.74
2008:312:10:55:20.191	2008:312:11:00:00.191	57523	71368	1	1	1	0	58.30	150.91
2008:312:11:00:00.191	2008:312:11:04:40.191	57523	71368	1	1	1	0	58.30	151.28
2008:312:11:04:40.191	2008:312:11:09:20.191	57523	71368	1	1	1	0	58.30	151.75
2008:312:11:09:20.191	2008:312:11:14:00.191	57523	71368	1	1	1	0	58.30	152.25
2008:312:11:14:00.191	2008:312:11:18:40.191	57523	71368	1	1	1	0	58.30	152.73
2008:312:11:18:40.191	2008:312:11:23:20.191	57523	71368	1	1	1	0	58.30	153.08
2008:312:11:23:20.191	2008:312:11:26:35.801	57523	71368	1	1	1	0	58.30	153.22
2008:312:11:26:35.801	2008:312:11:31:05.547	57523	71368	1	1	1	0	58.30	153.24
2008:312:11:31:05.547	2008:312:11:31:15.798	09099	75624	1	1	1	0	58.30	153.24
2008:312:11:31:15.798	2008:312:11:34:05.547	09099	75624	1	1	1	0	58.30	153.24
2008:312:11:34:05.547	2008:312:11:34:09.547	09099	75624	1	1	1	0	58.30	153.24
2008:312:11:34:09.547	2008:312:11:34:13.547	09099	75624	1	1	1	0	58.30	153.24
2008:312:11:34:13.547	2008:312:11:34:37.547	09099	75624	0	0	1	0	40.00	153.24
2008:312:11:34:37.547	2008:312:11:35:44.547	09099	75624	6	6	1	0	118.00	153.24
2008:312:11:35:44.547	2008:312:11:35:45.798	09099	75624	6	6	1	1	129.00	153.24
2008:312:11:35:45.798	2008:312:11:40:15.798	09099	75624	6	6	1	1	129.00	149.67
2008:312:11:40:15.798	2008:312:11:44:45.798	09099	75624	6	6	1	1	129.00	137.15
2008:312:11:44:45.798	2008:312:11:49:15.798	09099	75624	6	6	1	1	129.00	117.63
2008:312:11:49:15.798	2008:312:11:53:45.798	09099	75624	6	6	1	1	129.00	98.83
2008:312:11:53:45.798	2008:312:11:57:27.723	09099	75624	6	6	1	1	129.00	87.96
2008:312:11:57:27.723	2008:312:14:02:27.723	09099	75624	6	6	1	1	129.00	85.68
2008:312:14:02:27.723	2008:312:15:40:18.618	09099	75624	6	6	1	1	129.00	85.72
2008:312:15:40:18.618	2008:312:15:55:18.618	09099	-99616	6	6	1	0	118.00	85.72
2008:312:15:55:18.618	2008:312:15:55:28.869	57522	-99616	6	6	1	0	118.00	85.72
2008:312:15:55:28.869	2008:312:15:58:18.618	57522	-99616	6	6	1	0	118.00	85.75
2008:312:15:58:18.618	2008:312:15:58:22.618	57522	-99616	6	6	1	0	118.00	85.75
2008:312:15:58:22.618	2008:312:15:58:26.618	57522	-99616	6	6	1	0	118.00	85.75
2008:312:15:58:26.618	2008:312:15:58:50.618	57522	-99616	0	0	1	0	40.00	85.75
2008:312:15:58:50.618	2008:312:15:59:57.618	57522	-99616	6	6	1	0	118.00	85.75
2008:312:15:59:57.618	2008:312:16:00:28.869	57522	-99616	6	6	1	1	129.00	85.75
2008:312:16:00:28.869	2008:312:16:05:28.869	57522	-99616	6	6	1	1	129.00	89.48
2008:312:16:05:28.869	2008:312:16:10:28.869	57522	-99616	6	6	1	1	129.00	102.71
2008:312:16:10:28.869	2008:312:16:15:28.869	57522	-99616	6	6	1	1	129.00	122.17
2008:312:16:15:28.869	2008:312:16:20:28.869	57522	-99616	6	6	1	1	129.00	141.35
2008:312:16:20:28.869	2008:312:16:24:19.178	57522	-99616	6	6	1	1	129.00	152.65
2008:312:16:24:19.178	2008:312:18:33:58.618	57522	-99616	6	6	1	1	129.00	154.77
2008:312:18:33:58.618	2008:312:18:35:58.618	57522	-99616	6	6	1	0	118.00	154.77
2008:312:18:35:58.618	2008:312:18:36:07.618	57522	-99616	6	6	1	0	118.00	154.77
2008:312:18:36:07.618	2008:312:18:49:19.178	57522	-99616	6	6	0	0	96.60	154.77
2008:312:18:49:19.178	2008:312:21:14:19.178	57522	-99616	6	6	0	0	96.60	154.86
2008:312:21:14:19.178	2008:312:23:39:19.178	57522	-99616	6	6	0	0	96.60	154.95
2008:312:23:39:19.178	2008:313:01:44:06.577	57522	-99616	6	6	0	0	96.60	155.04
2008:313:01:44:06.577	2008:313:01:44:16.828	57521	-99616	6	6	0	0	96.60	155.04
2008:313:01:44:16.828	2008:313:01:49:06.828	57521	-99616	6	6	0	0	96.60	155.12
2008:313:01:49:06.828	2008:313:01:53:56.828	57521	-99616	6	6	0	0	96.60	155.24
2008:313:01:53:56.828	2008:313:01:58:22.998	57521	-99616	6	6	0	0	96.60	155.57
2008:313:01:58:22.998	2008:313:03:58:22.998	57521	-99616	6	6	0	0	96.60	155.68
2008:313:03:58:22.998	2008:313:05:02:42.741	57521	-99616	6	6	0	0	96.60	155.74
2008:313:05:02:42.741	2008:313:05:02:46.741	57521	-99616	6	6	0	0	96.60	155.74
2008:313:05:02:46.741	2008:313:05:02:50.741	57521	-99616	6	6	0	0	96.60	155.74
2008:313:05:02:50.741	2008:313:05:03:14.741	57521	-99616	0	0	1	0	40.00	155.74
2008:313:05:03:14.741	2008:313:05:04:44.741	57521	-99616	6	6	1	0	118.00	155.74
2008:313:05:04:44.741	2008:313:05:58:22.998	57521	-99616	6	6	1	1	129.00	155.74
2008:313:05:58:22.998	2008:313:07:46:22.741	57521	-99616	6	6	1	1	129.00	155.80
2008:313:07:46:22.741	2008:313:07:49:22.741	57521	-99616	6	6	1	0	118.00	155.80
2008:313:07:49:22.741	2008:313:07:49:32.992	09825	-50504	6	6	1	0	118.00	155.80
2008:313:07:49:32.992	2008:313:07:54:02.992	09825	-50504	6	6	1	0	118.00	155.86
2008:313:07:54:02.992	2008:313:07:58:32.992	09825	-50504	6	6	1	0	118.00	155.29
2008:313:07:58:32.992	2008:313:08:00:42.732	09825	-50504	6	6	1	0	118.00	153.04
2008:313:08:00:42.732	2008:313:08:03:02.992	09825	-50504	6	6	1	0	118.00	153.04
2008:313:08:03:02.992	2008:313:08:03:45.732	09825	-50504	6	6	1	0	118.00	149.07
2008:313:08:03:45.732	2008:313:08:03:49.732	09825	-50504	6	6	1	0	118.00	149.07
2008:313:08:03:49.732	2008:313:08:04:13.732	09825	-50504	0	0	1	0	40.00	149.07
2008:313:08:04:13.732	2008:313:08:05:20.732	09825	-50504	5	5	1	0	112.30	149.07
2008:313:08:05:20.732	2008:313:08:07:32.992	09825	-50504	5	5	1	1	113.90	149.07
2008:313:08:07:32.992	2008:313:08:12:02.992	09825	-50504	5	5	1	1	113.90	145.13
2008:313:08:12:02.992	2008:313:08:15:53.988	09825	-50504	5	5	1	1	113.90	142.92
2008:313:08:15:53.988	2008:313:10:15:53.988	09825	-50504	5	5	1	1	113.90	142.45
2008:313:10:15:53.988	2008:313:12:15:53.988	09825	-50504	5	5	1	1	113.90	142.41
2008:313:12:15:53.988	2008:313:13:54:43.732	09825	-50504	5	5	1	1	113.90	142.38
2008:313:13:54:43.732	2008:313:13:57:43.732	09825	-50504	5	5	1	0	112.30	142.38
2008:313:13:57:43.732	2008:313:13:57:53.983	10775	74424	5	5	1	0	112.30	142.38
2008:313:13:57:53.983	2008:313:14:02:34.332	10775	74424	5	5	1	0	112.30	142.35
2008:313:14:02:34.332	2008:313:14:02:38.332	10775	74424	5	5	1	0	112.30	142.35
2008:313:14:02:38.332	2008:313:14:02:42.332	10775	74424	5	5	1	0	112.30	142.35
2008:313:14:02:42.332	2008:313:14:02:43.983	10775	74424	0	0	1	0	40.00	142.35
2008:313:14:02:43.983	2008:313:14:03:06.332	10775	74424	0	0	1	0	40.00	139.72
2008:313:14:03:06.332	2008:313:14:04:13.332	10775	74424	6	6	1	0	118.00	139.72
2008:313:14:04:13.332	2008:313:14:07:33.983	10775	74424	6	6	1	1	129.00	139.72
2008:313:14:07:33.983	2008:313:14:12:23.983	10775	74424	6	6	1	1	129.00	129.66
2008:313:14:12:23.983	2008:313:14:17:13.983	10775	74424	6	6	1	1	129.00	113.54
2008:313:14:17:13.983	2008:313:14:22:03.983	10775	74424	6	6	1	1	129.00	97.06
2008:313:14:22:03.983	2008:313:14:26:53.983	10775	74424	6	6	1	1	129.00	82.06
2008:313:14:26:53.983	2008:313:14:30:27.268	10775	74424	6	6	1	1	129.00	74.13
2008:313:14:30:27.268	2008:313:16:45:27.268	10775	74424	6	6	1	1	129.00	72.79
2008:313:16:45:27.268	2008:313:19:00:27.268	10775	74424	6	6	1	1	129.00	72.86
2008:313:19:00:27.268	2008:313:21:15:27.268	10775	74424	6	6	1	1	129.00	72.93
2008:313:21:15:27.268	2008:313:23:07:17.013	10775	74424	6	6	1	1	129.00	73.00
2008:313:23:07:17.013	2008:313:23:07:27.264	10775	74424	6	6	1	0	118.00	73.00
2008:313:23:07:27.264	2008:313:23:10:17.013	10775	74424	6	6	1	0	118.00	73.06
2008:313:23:10:17.013	2008:313:23:12:27.264	57520	74424	6	6	1	0	118.00	73.06
