tstart	tstop	obsid	simpos	feps	ccds	vid	clk	power	pitch
2009:002:00:28:50.008	2009:002:00:31:50.008	10261	75620	6	6	1	0	118.00	50.30
2009:002:00:31:50.008	2009:002:00:31:54.008	10742	75620	6	6	1	0	118.00	50.30
2009:002:00:31:54.008	2009:002:00:31:58.008	10742	75620	6	6	1	0	118.00	50.30
2009:002:00:31:58.008	2009:002:00:32:22.008	10742	75620	0	0	1	0	40.00	50.30
2009:002:00:32:22.008	2009:002:00:33:29.008	10742	75620	5	5	1	0	112.30	50.30
2009:002:00:33:29.008	2009:002:00:33:30.008	10742	75620	5	5	1	1	113.90	50.30
2009:002:00:33:30.008	2009:002:00:38:10.008	10742	75620	5	5	1	1	113.90	50.41
2009:002:00:38:10.008	2009:002:00:42:50.008	10742	75620	5	5	1	1	113.90	50.97
2009:002:00:42:50.008	2009:002:00:47:30.008	10742	75620	5	5	1	1	113.90	52.36
2009:002:00:47:30.008	2009:002:00:52:10.008	10742	75620	5	5	1	1	113.90	54.22
2009:002:00:52:10.008	2009:002:00:56:50.008	10742	75620	5	5	1	1	113.90	56.28
2009:002:00:56:50.008	2009:002:01:01:30.008	10742	75620	5	5	1	1	113.90	58.25
2009:002:01:01:30.008	2009:002:01:06:10.008	10742	75620	5	5	1	1	113.90	59.90
2009:002:01:06:10.008	2009:002:01:10:50.008	10742	75620	5	5	1	1	113.90	60.96
2009:002:01:10:50.008	2009:002:01:14:04.545	10742	75620	5	5	1	1	113.90	61.31
2009:002:01:14:04.545	2009:002:02:41:54.544	10742	75620	5	5	1	1	113.90	61.35
2009:002:02:41:54.544	2009:002:02:44:54.544	10742	75620	5	5	1	0	112.30	61.29
2009:002:02:44:54.544	2009:002:02:44:58.544	10511	75620	5	5	1	0	112.30	61.29
2009:002:02:44:58.544	2009:002:02:45:02.544	10511	75620	5	5	1	0	112.30	61.29
2009:002:02:45:02.544	2009:002:02:45:26.544	10511	75620	0	0	1	0	40.00	61.29
2009:002:02:45:26.544	2009:002:02:46:33.544	10511	75620	6	6	1	0	118.00	61.29
2009:002:02:46:33.544	2009:002:02:46:54.544	10511	75620	6	6	1	1	129.00	61.29
2009:002:02:46:54.544	2009:002:02:51:54.544	10511	75620	6	6	1	1	129.00	60.61
2009:002:02:51:54.544	2009:002:02:56:54.544	10511	75620	6	6	1	1	129.00	58.09
2009:002:02:56:54.544	2009:002:03:01:54.544	10511	75620	6	6	1	1	129.00	54.37
2009:002:03:01:54.544	2009:002:03:06:33.122	10511	75620	6	6	1	1	129.00	51.99
2009:002:03:06:33.122	2009:002:04:41:03.117	10511	75620	6	6	1	1	129.00	51.41
2009:002:04:41:03.117	2009:002:04:44:03.117	10511	75620	6	6	1	0	118.00	51.39
2009:002:04:44:03.117	2009:002:04:44:07.117	10148	75620	6	6	1	0	118.00	51.39
2009:002:04:44:07.117	2009:002:04:44:11.117	10148	75620	6	6	1	0	118.00	51.39
2009:002:04:44:11.117	2009:002:04:44:35.117	10148	75620	0	0	1	0	40.00	51.39
2009:002:04:44:35.117	2009:002:04:45:23.117	10148	75620	5	5	1	0	112.30	51.39
2009:002:04:45:23.117	2009:002:04:45:42.117	10148	75620	5	5	1	0	112.30	53.10
2009:002:04:45:42.117	2009:002:04:49:43.117	10148	75620	5	5	1	1	113.90	53.10
2009:002:04:49:43.117	2009:002:04:54:03.117	10148	75620	5	5	1	1	113.90	59.46
2009:002:04:54:03.117	2009:002:04:58:23.117	10148	75620	5	5	1	1	113.90	70.15
2009:002:04:58:23.117	2009:002:05:02:43.117	10148	75620	5	5	1	1	113.90	80.56
2009:002:05:02:43.117	2009:002:05:06:42.156	10148	75620	5	5	1	1	113.90	86.46
2009:002:05:06:42.156	2009:002:05:44:31.967	10148	75620	5	5	1	1	113.90	87.87
2009:002:05:44:31.967	2009:002:05:59:31.967	10148	-99612	5	5	1	0	112.30	87.87
2009:002:05:59:31.967	2009:002:06:02:31.967	57413	-99612	5	5	1	0	112.30	87.89
2009:002:06:02:31.967	2009:002:06:02:35.967	57413	-99612	5	5	1	0	112.30	87.89
2009:002:06:02:35.967	2009:002:06:02:39.967	57413	-99612	5	5	1	0	112.30	87.89
2009:002:06:02:39.967	2009:002:06:03:03.967	57413	-99612	0	0	1	0	40.00	87.89
2009:002:06:03:03.967	2009:002:06:04:10.967	57413	-99612	6	6	1	0	118.00	87.89
2009:002:06:04:10.967	2009:002:06:04:31.967	57413	-99612	6	6	1	1	129.00	87.89
2009:002:06:04:31.967	2009:002:06:09:31.967	57413	-99612	6	6	1	1	129.00	92.42
2009:002:06:09:31.967	2009:002:06:14:31.967	57413	-99612	6	6	1	1	129.00	108.04
2009:002:06:14:31.967	2009:002:06:19:31.967	57413	-99612	6	6	1	1	129.00	130.04
2009:002:06:19:31.967	2009:002:06:24:00.557	57413	-99612	6	6	1	1	129.00	144.49
2009:002:06:24:00.557	2009:002:07:14:51.967	57413	-99612	6	6	1	1	129.00	148.04
2009:002:07:14:51.967	2009:002:07:17:51.967	57413	-99612	6	6	1	0	118.00	148.04
2009:002:07:17:51.967	2009:002:07:18:00.967	57413	-99612	6	6	1	0	118.00	148.04
2009:002:07:18:00.967	2009:002:08:09:00.557	57413	-99612	6	6	0	0	96.60	148.04
2009:002:08:09:00.557	2009:002:09:54:00.557	57413	-99612	6	6	0	0	96.60	148.09
2009:002:09:54:00.557	2009:002:11:30:20.520	57413	-99612	6	6	0	0	96.60	148.14
2009:002:11:30:20.520	2009:002:11:35:10.520	57412	-99612	6	6	0	0	96.60	148.18
2009:002:11:35:10.520	2009:002:11:40:00.520	57412	-99612	6	6	0	0	96.60	148.29
2009:002:11:40:00.520	2009:002:11:44:50.520	57412	-99612	6	6	0	0	96.60	148.78
2009:002:11:44:50.520	2009:002:11:49:40.520	57412	-99612	6	6	0	0	96.60	149.84
2009:002:11:49:40.520	2009:002:11:54:30.520	57412	-99612	6	6	0	0	96.60	151.20
2009:002:11:54:30.520	2009:002:11:59:20.520	57412	-99612	6	6	0	0	96.60	152.69
2009:002:11:59:20.520	2009:002:12:04:10.520	57412	-99612	6	6	0	0	96.60	154.09
2009:002:12:04:10.520	2009:002:12:09:00.520	57412	-99612	6	6	0	0	96.60	155.17
2009:002:12:09:00.520	2009:002:12:13:21.969	57412	-99612	6	6	0	0	96.60	155.61
2009:002:12:13:21.969	2009:002:13:17:51.967	57412	-99612	6	6	0	0	96.60	155.69
2009:002:13:17:51.967	2009:002:13:22:31.967	57411	-99612	6	6	0	0	96.60	155.68
2009:002:13:22:31.967	2009:002:13:27:11.967	57411	-99612	6	6	0	0	96.60	155.69
2009:002:13:27:11.967	2009:002:13:31:51.967	57411	-99612	6	6	0	0	96.60	155.71
2009:002:13:31:51.967	2009:002:13:36:31.967	57411	-99612	6	6	0	0	96.60	155.76
2009:002:13:36:31.967	2009:002:13:41:11.967	57411	-99612	6	6	0	0	96.60	155.82
2009:002:13:41:11.967	2009:002:13:45:51.967	57411	-99612	6	6	0	0	96.60	155.89
2009:002:13:45:51.967	2009:002:13:50:31.967	57411	-99612	6	6	0	0	96.60	155.95
2009:002:13:50:31.967	2009:002:13:54:51.357	57411	-99612	6	6	0	0	96.60	155.98
2009:002:13:54:51.357	2009:002:14:16:01.354	57411	-99612	6	6	0	0	96.60	155.98
2009:002:14:16:01.354	2009:002:14:20:41.354	57410	-99612	6	6	0	0	96.60	155.97
2009:002:14:20:41.354	2009:002:14:25:21.354	57410	-99612	6	6	0	0	96.60	155.96
2009:002:14:25:21.354	2009:002:14:30:01.354	57410	-99612	6	6	0	0	96.60	155.93
2009:002:14:30:01.354	2009:002:14:34:41.354	57410	-99612	6	6	0	0	96.60	155.87
2009:002:14:34:41.354	2009:002:14:39:21.354	57410	-99612	6	6	0	0	96.60	155.80
2009:002:14:39:21.354	2009:002:14:44:01.354	57410	-99612	6	6	0	0	96.60	155.74
2009:002:14:44:01.354	2009:002:14:48:41.354	57410	-99612	6	6	0	0	96.60	155.70
2009:002:14:48:41.354	2009:002:14:52:58.443	57410	-99612	6	6	0	0	96.60	155.68
2009:002:14:52:58.443	2009:002:15:14:08.440	57410	-99612	6	6	0	0	96.60	155.67
2009:002:15:14:08.440	2009:002:15:18:48.440	57409	-99612	6	6	0	0	96.60	155.67
2009:002:15:18:48.440	2009:002:15:23:28.440	57409	-99612	6	6	0	0	96.60	155.68
2009:002:15:23:28.440	2009:002:15:28:08.440	57409	-99612	6	6	0	0	96.60	155.69
2009:002:15:28:08.440	2009:002:15:32:48.440	57409	-99612	6	6	0	0	96.60	155.73
2009:002:15:32:48.440	2009:002:15:37:28.440	57409	-99612	6	6	0	0	96.60	155.78
2009:002:15:37:28.440	2009:002:15:42:08.440	57409	-99612	6	6	0	0	96.60	155.83
2009:002:15:42:08.440	2009:002:15:46:48.440	57409	-99612	6	6	0	0	96.60	155.88
2009:002:15:46:48.440	2009:002:15:51:04.212	57409	-99612	6	6	0	0	96.60	155.91
2009:002:15:51:04.212	2009:002:17:47:40.125	57409	-99612	6	6	0	0	96.60	155.91
2009:002:17:47:40.125	2009:002:17:52:40.125	57408	-99612	6	6	0	0	96.60	155.84
2009:002:17:52:40.125	2009:002:17:57:40.125	57408	-99612	6	6	0	0	96.60	155.74
2009:002:17:57:40.125	2009:002:18:02:40.125	57408	-99612	6	6	0	0	96.60	155.34
2009:002:18:02:40.125	2009:002:18:07:40.125	57408	-99612	6	6	0	0	96.60	154.65
2009:002:18:07:40.125	2009:002:18:12:40.125	57408	-99612	6	6	0	0	96.60	153.91
2009:002:18:12:40.125	2009:002:18:17:40.125	57408	-99612	6	6	0	0	96.60	153.26
2009:002:18:17:40.125	2009:002:18:21:28.923	57408	-99612	6	6	0	0	96.60	152.94
2009:002:18:21:28.923	2009:002:18:47:04.919	57408	-99612	6	6	0	0	96.60	152.88
2009:002:18:47:04.919	2009:002:18:47:22.919	57408	-99612	6	6	0	0	96.60	152.88
2009:002:18:47:22.919	2009:002:18:48:29.919	57408	-99612	6	6	1	0	118.00	152.88
