tstart	tstop	obsid	simpos	feps	ccds	vid	clk	power	pitch
2009:007:03:55:29.543	2009:007:03:55:53.543	10274	75624	0	0	1	0	40.00	148.56
2009:007:03:55:53.543	2009:007:03:57:00.543	10274	75624	1	1	1	0	58.30	148.56
2009:007:03:57:00.543	2009:007:03:57:01.794	10274	75624	1	1	1	1	57.00	148.56
2009:007:03:57:01.794	2009:007:04:01:31.794	10274	75624	1	1	1	1	57.00	144.96
2009:007:04:01:31.794	2009:007:04:06:01.794	10274	75624	1	1	1	1	57.00	132.48
2009:007:04:06:01.794	2009:007:04:10:09.248	10274	75624	1	1	1	1	57.00	120.67
2009:007:04:10:09.248	2009:007:05:40:09.248	10274	75624	1	1	1	1	57.00	117.71
2009:007:05:40:09.248	2009:007:07:01:08.992	10274	75624	1	1	1	1	57.00	117.75
2009:007:07:01:08.992	2009:007:07:01:19.243	10274	75624	1	1	1	0	58.30	117.75
2009:007:07:01:19.243	2009:007:07:04:08.992	10274	75624	1	1	1	0	58.30	117.79
2009:007:07:04:08.992	2009:007:07:04:12.992	10737	75624	1	1	1	0	58.30	117.79
2009:007:07:04:12.992	2009:007:07:04:16.992	10737	75624	1	1	1	0	58.30	117.79
2009:007:07:04:16.992	2009:007:07:04:40.992	10737	75624	0	0	1	0	40.00	117.79
2009:007:07:04:40.992	2009:007:07:05:47.992	10737	75624	5	5	1	0	112.30	117.79
2009:007:07:05:47.992	2009:007:07:05:49.243	10737	75624	5	5	1	1	113.90	117.79
2009:007:07:05:49.243	2009:007:07:10:19.243	10737	75624	5	5	1	1	113.90	121.34
2009:007:07:10:19.243	2009:007:07:14:49.243	10737	75624	5	5	1	1	113.90	133.57
2009:007:07:14:49.243	2009:007:07:18:33.845	10737	75624	5	5	1	1	113.90	144.47
2009:007:07:18:33.845	2009:007:08:59:44.992	10737	75624	5	5	1	1	113.90	146.81
2009:007:08:59:44.992	2009:007:08:59:55.243	10737	75624	5	5	1	0	112.30	146.81
2009:007:08:59:55.243	2009:007:09:02:44.992	10737	75624	5	5	1	0	112.30	146.86
2009:007:09:02:44.992	2009:007:09:02:48.992	10283	75624	5	5	1	0	112.30	146.86
2009:007:09:02:48.992	2009:007:09:02:52.992	10283	75624	5	5	1	0	112.30	146.86
2009:007:09:02:52.992	2009:007:09:03:16.992	10283	75624	0	0	1	0	40.00	146.86
2009:007:09:03:16.992	2009:007:09:04:23.992	10283	75624	1	1	1	0	58.30	146.86
2009:007:09:04:23.992	2009:007:09:04:25.243	10283	75624	1	1	1	1	57.00	146.86
2009:007:09:04:25.243	2009:007:09:08:55.243	10283	75624	1	1	1	1	57.00	143.81
2009:007:09:08:55.243	2009:007:09:13:25.243	10283	75624	1	1	1	1	57.00	132.98
2009:007:09:13:25.243	2009:007:09:17:55.243	10283	75624	1	1	1	1	57.00	116.79
2009:007:09:17:55.243	2009:007:09:21:55.648	10283	75624	1	1	1	1	57.00	106.87
2009:007:09:21:55.648	2009:007:10:49:35.391	10283	75624	1	1	1	1	57.00	104.53
2009:007:10:49:35.391	2009:007:10:49:45.642	10283	75624	1	1	1	0	58.30	104.53
2009:007:10:49:45.642	2009:007:10:52:35.391	10283	75624	1	1	1	0	58.30	104.59
2009:007:10:52:35.391	2009:007:10:52:39.391	10740	75624	1	1	1	0	58.30	104.59
2009:007:10:52:39.391	2009:007:10:52:43.391	10740	75624	1	1	1	0	58.30	104.59
2009:007:10:52:43.391	2009:007:10:53:07.391	10740	75624	0	0	1	0	40.00	104.59
2009:007:10:53:07.391	2009:007:10:54:05.642	10740	75624	5	5	1	0	112.30	104.59
2009:007:10:54:05.642	2009:007:10:54:14.391	10740	75624	5	5	1	0	112.30	107.82
2009:007:10:54:14.391	2009:007:10:58:25.642	10740	75624	5	5	1	1	113.90	107.82
2009:007:10:58:25.642	2009:007:11:02:45.642	10740	75624	5	5	1	1	113.90	119.21
2009:007:11:02:45.642	2009:007:11:07:05.642	10740	75624	5	5	1	1	113.90	136.14
2009:007:11:07:05.642	2009:007:11:10:55.775	10740	75624	5	5	1	1	113.90	146.58
2009:007:11:10:55.775	2009:007:12:40:11.229	10740	75624	5	5	1	1	113.90	149.04
2009:007:12:40:11.229	2009:007:12:55:11.229	10740	-99616	5	5	1	0	112.30	149.04
2009:007:12:55:11.229	2009:007:12:55:21.480	57399	-99616	5	5	1	0	112.30	149.04
2009:007:12:55:21.480	2009:007:12:58:11.229	57399	-99616	5	5	1	0	112.30	149.10
2009:007:12:58:11.229	2009:007:12:58:15.229	57399	-99616	5	5	1	0	112.30	149.10
2009:007:12:58:15.229	2009:007:12:58:19.229	57399	-99616	5	5	1	0	112.30	149.10
2009:007:12:58:19.229	2009:007:12:58:43.229	57399	-99616	0	0	1	0	40.00	149.10
2009:007:12:58:43.229	2009:007:12:59:50.229	57399	-99616	6	6	1	0	118.00	149.10
2009:007:12:59:50.229	2009:007:13:00:01.480	57399	-99616	6	6	1	1	129.00	149.10
2009:007:13:00:01.480	2009:007:13:04:41.480	57399	-99616	6	6	1	1	129.00	149.26
2009:007:13:04:41.480	2009:007:13:09:21.480	57399	-99616	6	6	1	1	129.00	149.90
2009:007:13:09:21.480	2009:007:13:14:01.480	57399	-99616	6	6	1	1	129.00	151.11
2009:007:13:14:01.480	2009:007:13:18:41.480	57399	-99616	6	6	1	1	129.00	152.53
2009:007:13:18:41.480	2009:007:13:23:21.480	57399	-99616	6	6	1	1	129.00	153.96
2009:007:13:23:21.480	2009:007:13:28:01.480	57399	-99616	6	6	1	1	129.00	155.15
2009:007:13:28:01.480	2009:007:13:31:41.488	57399	-99616	6	6	1	1	129.00	155.68
2009:007:13:31:41.488	2009:007:14:10:31.229	57399	-99616	6	6	1	1	129.00	155.77
2009:007:14:10:31.229	2009:007:14:13:31.229	57399	-99616	6	6	1	0	118.00	155.77
2009:007:14:13:31.229	2009:007:14:13:40.229	57399	-99616	6	6	1	0	118.00	155.77
2009:007:14:13:40.229	2009:007:15:32:52.476	57399	-99616	6	6	0	0	96.60	155.77
2009:007:15:32:52.476	2009:007:15:33:02.727	57398	-99616	6	6	0	0	96.60	155.77
2009:007:15:33:02.727	2009:007:15:37:42.727	57398	-99616	6	6	0	0	96.60	155.71
2009:007:15:37:42.727	2009:007:15:42:22.727	57398	-99616	6	6	0	0	96.60	155.68
2009:007:15:42:22.727	2009:007:15:47:02.727	57398	-99616	6	6	0	0	96.60	155.57
2009:007:15:47:02.727	2009:007:15:51:42.727	57398	-99616	6	6	0	0	96.60	155.36
2009:007:15:51:42.727	2009:007:15:56:22.727	57398	-99616	6	6	0	0	96.60	155.12
2009:007:15:56:22.727	2009:007:16:01:02.727	57398	-99616	6	6	0	0	96.60	154.88
2009:007:16:01:02.727	2009:007:16:05:42.727	57398	-99616	6	6	0	0	96.60	154.70
2009:007:16:05:42.727	2009:007:16:09:11.484	57398	-99616	6	6	0	0	96.60	154.62
