Time	1PDEAAT Prediction (degC)	1PIN1AT Prediction
2008:363:23:20:35.692	 31.21103132	 15.89889536
2008:363:23:21:08.492	 31.20986767	 15.89409167
2008:363:23:21:41.292	 31.20861648	 15.88930467
2008:363:23:22:14.092	 31.20728027	 15.88453409
2008:363:23:22:46.892	 31.20586149	 15.87977965
2008:363:23:23:19.692	 31.20436250	 15.87504111
2008:363:23:23:52.492	 31.20278562	 15.87031819
2008:363:23:24:25.292	 31.20113310	 15.86561066
2008:363:23:24:58.092	 31.19940714	 15.86091826
2008:363:23:25:30.892	 31.19760986	 15.85624077
2008:363:23:26:03.692	 31.19574334	 15.85157795
2008:363:23:26:36.492	 31.19380959	 15.84692958
2008:363:23:27:09.292	 31.19181059	 15.84229544
2008:363:23:27:42.092	 31.18974825	 15.83767531
2008:363:23:28:14.892	 31.18762443	 15.83306900
2008:363:23:28:47.692	 31.18544094	 15.82847628
2008:363:23:29:20.492	 31.18319955	 15.82389698
2008:363:23:29:53.292	 31.18090196	 15.81933089
2008:363:23:30:26.092	 31.17854986	 15.81477783
2008:363:23:30:58.892	 31.17614487	 15.81023761
2008:363:23:31:31.692	 31.17368857	 15.80571006
2008:363:23:32:04.492	 31.17118250	 15.80119501
2008:363:23:32:37.292	 31.16862816	 15.79669228
2008:363:23:33:10.092	 31.16602700	 15.79220171
2008:363:23:33:42.892	 31.16338045	 15.78772313
2008:363:23:34:15.692	 31.16068989	 15.78325640
2008:363:23:34:48.492	 31.15795666	 15.77880136
2008:363:23:35:21.292	 31.15518207	 15.77435785
2008:363:23:35:54.092	 31.15236740	 15.76992574
2008:363:23:36:26.892	 31.14951388	 15.76550489
2008:363:23:36:59.692	 31.14662272	 15.76109514
2008:363:23:37:32.492	 31.14369509	 15.75669638
2008:363:23:38:05.292	 31.14073213	 15.75230846
2008:363:23:38:38.092	 31.13773496	 15.74793127
2008:363:23:39:10.892	 31.13470465	 15.74356466
2008:363:23:39:43.692	 31.13164227	 15.73920854
2008:363:23:40:16.492	 31.12854882	 15.73486276
2008:363:23:40:49.292	 31.12542532	 15.73052722
2008:363:23:41:22.092	 31.12227273	 15.72620181
2008:363:23:41:54.892	 31.11909199	 15.72188641
2008:363:23:42:27.692	 31.11588403	 15.71758092
2008:363:23:43:00.492	 31.11264973	 15.71328523
2008:363:23:43:33.292	 31.10938996	 15.70899924
2008:363:23:44:06.092	 31.10610558	 15.70472285
2008:363:23:44:38.892	 31.10279740	 15.70045596
2008:363:23:45:11.692	 31.09946623	 15.69619847
2008:363:23:45:44.492	 31.09611285	 15.69195030
2008:363:23:46:17.292	 31.09273801	 15.68771135
2008:363:23:46:50.092	 31.08934246	 15.68348154
2008:363:23:47:22.892	 31.08592691	 15.67926077
2008:363:23:47:55.692	 31.08249205	 15.67504897
2008:363:23:48:28.492	 31.07903858	 15.67084605
2008:363:23:49:01.292	 31.07556716	 15.66665192
2008:363:23:49:34.092	 31.07207842	 15.66246652
2008:363:23:50:06.892	 31.06857299	 15.65828977
2008:363:23:50:39.692	 31.06505149	 15.65412159
