tstart	tstop	obsid	simpos	feps	ccds	vid	clk	power	pitch
2009:365:22:29:00.417	2010:001:00:34:00.417	11534	75624	5	5	1	1	113.90	63.22
2010:001:00:34:00.417	2010:001:02:39:00.417	11534	75624	5	5	1	1	113.90	63.13
2010:001:02:39:00.417	2010:001:04:44:00.417	11534	75624	5	5	1	1	113.90	63.05
2010:001:04:44:00.417	2010:001:06:36:40.161	11534	75624	5	5	1	1	113.90	62.96
2010:001:06:36:40.161	2010:001:06:36:50.412	11534	75624	5	5	1	0	112.30	62.96
2010:001:06:36:50.412	2010:001:06:39:40.161	11534	75624	5	5	1	0	112.30	62.88
2010:001:06:39:40.161	2010:001:06:39:44.161	11496	75624	5	5	1	0	112.30	62.88
2010:001:06:39:44.161	2010:001:06:39:48.161	11496	75624	5	5	1	0	112.30	62.88
2010:001:06:39:48.161	2010:001:06:40:12.161	11496	75624	0	0	1	0	40.00	62.88
2010:001:06:40:12.161	2010:001:06:41:19.161	11496	75624	6	6	1	0	118.00	62.88
2010:001:06:41:19.161	2010:001:06:41:50.412	11496	75624	6	6	1	1	129.00	62.88
2010:001:06:41:50.412	2010:001:06:46:50.412	11496	75624	6	6	1	1	129.00	62.55
2010:001:06:46:50.412	2010:001:06:51:50.412	11496	75624	6	6	1	1	129.00	61.08
2010:001:06:51:50.412	2010:001:06:56:50.412	11496	75624	6	6	1	1	129.00	58.28
2010:001:06:56:50.412	2010:001:07:01:50.412	11496	75624	6	6	1	1	129.00	54.96
2010:001:07:01:50.412	2010:001:07:06:50.412	11496	75624	6	6	1	1	129.00	51.58
2010:001:07:06:50.412	2010:001:07:11:50.412	11496	75624	6	6	1	1	129.00	48.72
2010:001:07:11:50.412	2010:001:07:16:22.771	11496	75624	6	6	1	1	129.00	47.34
2010:001:07:16:22.771	2010:001:09:27:22.517	11496	75624	6	6	1	1	129.00	47.07
2010:001:09:27:22.517	2010:001:09:27:32.768	11496	75624	6	6	1	0	118.00	47.07
2010:001:09:27:32.768	2010:001:09:30:22.517	11496	75624	6	6	1	0	118.00	47.15
2010:001:09:30:22.517	2010:001:09:32:22.768	11777	75624	6	6	1	0	118.00	47.15
2010:001:09:32:22.768	2010:001:09:37:12.768	11777	75624	6	6	1	0	118.00	51.38
2010:001:09:37:12.768	2010:001:09:42:02.768	11777	75624	6	6	1	0	118.00	66.04
2010:001:09:42:02.768	2010:001:09:46:52.768	11777	75624	6	6	1	0	118.00	87.59
2010:001:09:46:52.768	2010:001:09:51:42.768	11777	75624	6	6	1	0	118.00	109.32
2010:001:09:51:42.768	2010:001:09:56:32.768	11777	75624	6	6	1	0	118.00	130.43
2010:001:09:56:32.768	2010:001:10:00:34.627	11777	75624	6	6	1	0	118.00	143.35
2010:001:10:00:34.627	2010:001:10:04:54.372	11777	75624	6	6	1	0	118.00	146.17
2010:001:10:04:54.372	2010:001:10:05:12.372	11777	75624	6	6	0	0	96.60	146.17
2010:001:10:05:12.372	2010:001:10:06:46.372	11777	75624	6	6	1	0	118.00	146.17
2010:001:10:06:46.372	2010:001:12:10:34.627	11777	75624	6	6	1	1	129.00	146.17
2010:001:12:10:34.627	2010:001:14:20:34.627	11777	75624	6	6	1	1	129.00	146.24
2010:001:14:20:34.627	2010:001:16:30:34.627	11777	75624	6	6	1	1	129.00	146.32
2010:001:16:30:34.627	2010:001:18:21:34.372	11777	75624	6	6	1	1	129.00	146.40
2010:001:18:21:34.372	2010:001:18:21:44.623	11777	75624	6	6	1	0	118.00	146.40
2010:001:18:21:44.623	2010:001:18:24:34.372	11777	75624	6	6	1	0	118.00	146.46
2010:001:18:24:34.372	2010:001:18:24:38.372	11478	75624	6	6	1	0	118.00	146.46
2010:001:18:24:38.372	2010:001:18:24:42.372	11478	75624	6	6	1	0	118.00	146.46
2010:001:18:24:42.372	2010:001:18:25:06.372	11478	75624	0	0	1	0	40.00	146.46
2010:001:18:25:06.372	2010:001:18:26:13.372	11478	75624	1	1	1	0	58.30	146.46
2010:001:18:26:13.372	2010:001:18:26:24.623	11478	75624	1	1	1	1	57.00	146.46
2010:001:18:26:24.623	2010:001:18:31:04.623	11478	75624	1	1	1	1	57.00	142.54
2010:001:18:31:04.623	2010:001:18:35:44.623	11478	75624	1	1	1	1	57.00	128.92
2010:001:18:35:44.623	2010:001:18:40:24.623	11478	75624	1	1	1	1	57.00	108.28
2010:001:18:40:24.623	2010:001:18:45:04.623	11478	75624	1	1	1	1	57.00	87.33
2010:001:18:45:04.623	2010:001:18:49:44.623	11478	75624	1	1	1	1	57.00	67.16
2010:001:18:49:44.623	2010:001:18:53:45.650	11478	75624	1	1	1	1	57.00	54.93
2010:001:18:53:45.650	2010:001:19:31:25.395	11478	75624	1	1	1	1	57.00	52.15
2010:001:19:31:25.395	2010:001:19:31:35.646	11478	92904	1	1	1	0	58.30	52.15
2010:001:19:31:35.646	2010:001:19:34:25.395	11478	92904	1	1	1	0	58.30	52.17
2010:001:19:34:25.395	2010:001:19:34:29.395	11277	92904	1	1	1	0	58.30	52.17
2010:001:19:34:29.395	2010:001:19:34:33.395	11277	92904	1	1	1	0	58.30	52.17
2010:001:19:34:33.395	2010:001:19:34:57.395	11277	92904	0	0	1	0	40.00	52.17
2010:001:19:34:57.395	2010:001:19:36:04.395	11277	92904	6	6	1	0	118.00	52.17
2010:001:19:36:04.395	2010:001:19:36:35.646	11277	92904	6	6	1	1	129.00	52.17
2010:001:19:36:35.646	2010:001:19:41:35.646	11277	92904	6	6	1	1	129.00	53.44
2010:001:19:41:35.646	2010:001:19:46:35.646	11277	92904	6	6	1	1	129.00	58.99
2010:001:19:46:35.646	2010:001:19:51:35.646	11277	92904	6	6	1	1	129.00	69.01
2010:001:19:51:35.646	2010:001:19:56:35.646	11277	92904	6	6	1	1	129.00	80.04
2010:001:19:56:35.646	2010:001:20:01:35.646	11277	92904	6	6	1	1	129.00	90.71
2010:001:20:01:35.646	2010:001:20:06:35.646	11277	92904	6	6	1	1	129.00	99.42
2010:001:20:06:35.646	2010:001:20:10:06.487	11277	92904	6	6	1	1	129.00	103.32
2010:001:20:10:06.487	2010:001:21:37:46.233	11277	92904	6	6	1	1	129.00	103.87
2010:001:21:37:46.233	2010:001:21:37:56.484	11277	92904	6	6	1	0	118.00	103.87
2010:001:21:37:56.484	2010:001:21:40:46.233	11277	92904	6	6	1	0	118.00	103.82
