Time	1PDEAAT Prediction (degC)	1PIN1AT Prediction
2008:307:15:34:51.200	 37.45282613	 25.49400952
2008:307:15:35:24.000	 37.43998112	 25.48193134
2008:307:15:35:56.800	 37.42715481	 25.46987097
2008:307:15:36:29.600	 37.41434718	 25.45782838
2008:307:15:37:02.400	 37.40155821	 25.44580354
2008:307:15:37:35.200	 37.38878786	 25.43379644
2008:307:15:38:08.000	 37.37603613	 25.42180703
2008:307:15:38:40.800	 37.36330298	 25.40983530
2008:307:15:39:13.600	 37.35058840	 25.39788122
2008:307:15:39:46.400	 37.33789236	 25.38594475
2008:307:15:40:19.200	 37.32521485	 25.37402589
2008:307:15:40:52.000	 37.31255583	 25.36212459
2008:307:15:41:24.800	 37.29991528	 25.35024084
2008:307:15:41:57.600	 37.28729319	 25.33837460
2008:307:15:42:30.400	 37.27468953	 25.32652585
2008:307:15:43:03.200	 37.26210428	 25.31469456
2008:307:15:43:36.000	 37.24953740	 25.30288071
2008:307:15:44:08.800	 37.23698889	 25.29108428
2008:307:15:44:41.600	 37.22445872	 25.27930523
2008:307:15:45:14.400	 37.21194686	 25.26754353
2008:307:15:45:47.200	 37.19945329	 25.25579918
2008:307:15:46:20.000	 37.18697799	 25.24407212
2008:307:15:46:52.800	 37.17452093	 25.23236236
2008:307:15:47:25.600	 37.16208209	 25.22066984
2008:307:15:47:58.400	 37.14966145	 25.20899456
2008:307:15:48:31.200	 37.13725898	 25.19733648
2008:307:15:49:04.000	 37.12487467	 25.18569558
2008:307:15:49:36.800	 37.11250847	 25.17407183
2008:307:15:50:09.600	 37.10016038	 25.16246522
2008:307:15:50:42.400	 37.08783037	 25.15087570
2008:307:15:51:15.200	 37.07551841	 25.13930326
2008:307:15:51:48.000	 37.06322449	 25.12774787
2008:307:15:52:20.800	 37.05094857	 25.11620950
2008:307:15:52:53.600	 37.03869063	 25.10468814
2008:307:15:53:26.400	 37.02645065	 25.09318375
2008:307:15:53:59.200	 37.01422860	 25.08169632
2008:307:15:54:32.000	 37.00202447	 25.07022580
2008:307:15:55:04.800	 36.98983822	 25.05877219
2008:307:15:55:37.600	 36.97766984	 25.04733545
2008:307:15:56:10.400	 36.96551929	 25.03591556
2008:307:15:56:43.200	 36.95338656	 25.02451249
2008:307:15:57:16.000	 36.94127162	 25.01312623
2008:307:15:57:48.800	 36.92917444	 25.00175673
2008:307:15:58:21.600	 36.91709501	 24.99040399
2008:307:15:58:54.400	 36.90503329	 24.97906797
2008:307:15:59:27.200	 36.89298927	 24.96774865
2008:307:15:59:60.000	 36.88096291	 24.95644601
2008:307:16:00:32.800	 36.86895420	 24.94516002
2008:307:16:01:05.600	 36.85696311	 24.93389065
2008:307:16:01:38.400	 36.84498962	 24.92263788
2008:307:16:02:11.200	 36.83303370	 24.91140169
2008:307:16:02:44.000	 36.82109532	 24.90018205
2008:307:16:03:16.800	 36.80917447	 24.88897894
2008:307:16:03:49.600	 36.79727112	 24.87779233
2008:307:16:04:22.400	 36.78538525	 24.86662220
2008:307:16:04:55.200	 36.77351682	 24.85546852
2008:307:16:05:28.000	 36.76166582	 24.84433127
2008:307:16:06:00.800	 36.74983222	 24.83321043
2008:307:16:06:33.600	 36.73801600	 24.82210597
2008:307:16:07:06.400	 36.72621713	 24.81101786
2008:307:16:07:39.200	 36.71443559	 24.79994609
2008:307:16:08:12.000	 36.70267136	 24.78889062
2008:307:16:08:44.800	 36.69092440	 24.77785144
2008:307:16:09:17.600	 36.67919470	 24.76682852
2008:307:16:09:50.400	 36.66748223	 24.75582184
2008:307:16:10:23.200	 36.65578698	 24.74483136
2008:307:16:10:56.000	 36.64410890	 24.73385708
2008:307:16:11:28.800	 36.63244798	 24.72289895
2008:307:16:12:01.600	 36.62080420	 24.71195697
2008:307:16:12:34.400	 36.60917752	 24.70103111
2008:307:16:13:07.200	 36.59756793	 24.69012133
2008:307:16:13:40.000	 36.58597541	 24.67922763
2008:307:16:14:12.800	 36.57439992	 24.66834997
2008:307:16:14:45.600	 36.56284145	 24.65748833
2008:307:16:15:18.400	 36.55129996	 24.64664269
2008:307:16:15:51.200	 36.53977544	 24.63581302
2008:307:16:16:24.000	 36.52826786	 24.62499930
2008:307:16:16:56.800	 36.51677719	 24.61420151
2008:307:16:17:29.600	 36.50530342	 24.60341962
2008:307:16:18:02.400	 36.49384652	 24.59265361
2008:307:16:18:35.200	 36.48240646	 24.58190345
2008:307:16:19:08.000	 36.47098322	 24.57116913
2008:307:16:19:40.800	 36.45957678	 24.56045062
2008:307:16:20:13.600	 36.44818711	 24.54974790
2008:307:16:20:46.400	 36.43681418	 24.53906093
2008:307:16:21:19.200	 36.42545798	 24.52838971
2008:307:16:21:52.000	 36.41411848	 24.51773420
2008:307:16:22:24.800	 36.40279566	 24.50709439
2008:307:16:22:57.600	 36.39148949	 24.49647024
2008:307:16:23:30.400	 36.38019994	 24.48586174
2008:307:16:24:03.200	 36.36892700	 24.47526887
2008:307:16:24:36.000	 36.35767064	 24.46469159
2008:307:16:25:08.800	 36.34643084	 24.45412989
2008:307:16:25:41.600	 36.33520757	 24.44358375
2008:307:16:26:14.400	 36.32400080	 24.43305314
2008:307:16:26:47.200	 36.31281053	 24.42253803
2008:307:16:27:20.000	 36.30163671	 24.41203841
2008:307:16:27:52.800	 36.29047933	 24.40155426
2008:307:16:28:25.600	 36.27933836	 24.39108554
2008:307:16:28:58.400	 36.26821378	 24.38063224
2008:307:16:29:31.200	 36.25710557	 24.37019434
2008:307:16:30:04.000	 36.24601370	 24.35977181
2008:307:16:30:36.800	 36.23493815	 24.34936463
2008:307:16:31:09.600	 36.22387889	 24.33897277
2008:307:16:31:42.400	 36.21283591	 24.32859621
2008:307:16:32:15.200	 36.20180917	 24.31823494
2008:307:16:32:48.000	 36.19079865	 24.30788893
2008:307:16:33:20.800	 36.17980434	 24.29755815
2008:307:16:33:53.600	 36.16882620	 24.28724259
2008:307:16:34:26.400	 36.15786422	 24.27694222
2008:307:16:34:59.200	 36.14691837	 24.26665701
2008:307:16:35:32.000	 36.13598862	 24.25638695
2008:307:16:36:04.800	 36.12507496	 24.24613202
2008:307:16:36:37.600	 36.11417736	 24.23589219
2008:307:16:37:10.400	 36.10329579	 24.22566744
2008:307:16:37:43.200	 36.09243023	 24.21545774
2008:307:16:38:16.000	 36.08158067	 24.20526308
2008:307:16:38:48.800	 36.07074707	 24.19508344
2008:307:16:39:21.600	 36.05992942	 24.18491878
2008:307:16:39:54.400	 36.04912769	 24.17476910
2008:307:16:40:27.200	 36.03834185	 24.16463435
2008:307:16:40:60.000	 36.02757188	 24.15451454
2008:307:16:41:32.800	 36.01681777	 24.14440963
2008:307:16:42:05.600	 36.00607949	 24.13431959
2008:307:16:42:38.400	 35.99535700	 24.12424442
2008:307:16:43:11.200	 35.98465030	 24.11418408
2008:307:16:43:44.000	 35.97395936	 24.10413856
2008:307:16:44:16.800	 35.96328416	 24.09410783
2008:307:16:44:49.600	 35.95262466	 24.08409187
2008:307:16:45:22.400	 35.94198086	 24.07409067
2008:307:16:45:55.200	 35.93135272	 24.06410418
2008:307:16:46:28.000	 35.92074022	 24.05413241
2008:307:16:47:00.800	 35.91014335	 24.04417532
2008:307:16:47:33.600	 35.89956207	 24.03423289
2008:307:16:48:06.400	 35.88899637	 24.02430511
2008:307:16:48:39.200	 35.87844622	 24.01439194
2008:307:16:49:12.000	 35.86791160	 24.00449337
2008:307:16:49:44.800	 35.85739249	 23.99460938
2008:307:16:50:17.600	 35.84688886	 23.98473994
2008:307:16:50:50.400	 35.83640070	 23.97488504
2008:307:16:51:23.200	 35.82592797	 23.96504465
2008:307:16:51:56.000	 35.81547066	 23.95521875
2008:307:16:52:28.800	 35.80502874	 23.94540732
2008:307:16:53:01.600	 35.79460219	 23.93561033
2008:307:16:53:34.400	 35.78419099	 23.92582778
2008:307:16:54:07.200	 35.77379512	 23.91605963
2008:307:16:54:40.000	 35.76341455	 23.90630586
2008:307:16:55:12.800	 35.75304926	 23.89656646
2008:307:16:55:45.600	 35.74269924	 23.88684140
2008:307:16:56:18.400	 35.73236444	 23.87713066
2008:307:16:56:51.200	 35.72204487	 23.86743421
2008:307:16:57:24.000	 35.71174048	 23.85775205
2008:307:16:57:56.800	 35.70145127	 23.84808415
2008:307:16:58:29.600	 35.69117720	 23.83843048
2008:307:16:59:02.400	 35.68091826	 23.82879103
2008:307:16:59:35.200	 35.67067442	 23.81916577
2008:307:17:00:08.000	 35.66044566	 23.80955469
2008:307:17:00:40.800	 35.65023196	 23.79995776
2008:307:17:01:13.600	 35.64003329	 23.79037496
2008:307:17:01:46.400	 35.62984964	 23.78080627
2008:307:17:02:19.200	 35.61968099	 23.77125168
2008:307:17:02:52.000	 35.60952730	 23.76171115
2008:307:17:03:24.800	 35.59938857	 23.75218467
2008:307:17:03:57.600	 35.58926476	 23.74267222
2008:307:17:04:30.400	 35.57915585	 23.73317378
2008:307:17:05:03.200	 35.56906183	 23.72368932
2008:307:17:05:36.000	 35.55898267	 23.71421884
2008:307:17:06:08.800	 35.54891835	 23.70476229
2008:307:17:06:41.600	 35.53886884	 23.69531967
2008:307:17:07:14.400	 35.52883413	 23.68589096
2008:307:17:07:47.200	 35.51881420	 23.67647613
2008:307:17:08:20.000	 35.50880902	 23.66707517
2008:307:17:08:52.800	 35.49881857	 23.65768805
2008:307:17:09:25.600	 35.48884282	 23.64831475
2008:307:17:09:58.400	 35.47888177	 23.63895525
2008:307:17:10:31.200	 35.46893538	 23.62960954
2008:307:17:11:04.000	 35.45900363	 23.62027759
2008:307:17:11:36.800	 35.44908651	 23.61095938
2008:307:17:12:09.600	 35.43918399	 23.60165489
2008:307:17:12:42.400	 35.42929605	 23.59236411
2008:307:17:13:15.200	 35.41942267	 23.58308700
2008:307:17:13:48.000	 35.40956383	 23.57382356
2008:307:17:14:20.800	 35.39971950	 23.56457375
2008:307:17:14:53.600	 35.38988966	 23.55533757
2008:307:17:15:26.400	 35.38007430	 23.54611499
2008:307:17:15:59.200	 35.37027339	 23.53690599
