ccd_count clocking datestart             datestop              dec                fep_count obsid pcad_mode pitch  power_cmd  q1                 q2                q3               q4               ra              roll          si_mode  simfa_pos simpos trans_keys                                       tstart       tstop        vid_board power 
6         1        2009:362:11:03:56.121 2009:362:13:34:55.872 26.33784556        6         12066 NPNT      168.04 XCZ0000005 -0.460048234966    -0.614530819916   0.284736983957   0.574136170965   84.7146700804   258.505692138 CC_00122 -468      73176  dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll          378385502.31 378394562.06 1         129.00
6         0        2009:362:13:34:55.872 2009:362:13:35:06.123 26.33784556        6         12066 NMAN      168.04 AA00000000 -0.460048234966    -0.614530819916   0.284736983957   0.574136170965   84.7146700804   258.505692138 CC_00122 -468      75624  clocking,pcad_mode,power_cmd,simpos              378394562.06 378394572.31 1         118.00
6         0        2009:362:13:35:06.123 2009:362:13:37:55.872 26.3378455652      6         12066 NMAN      166.26 AA00000000 -0.460048235       -0.61453082       0.284736984      0.574136171      84.7146700851   258.505692136 CC_00122 -468      75624  dec,pitch,q1,q2,q3,q4,ra,roll                    378394572.31 378394742.06 1         118.00
6         0        2009:362:13:37:55.872 2009:362:13:39:49.888 26.3378455652      6         11358 NMAN      166.26 AA00000000 -0.460048235       -0.61453082       0.284736984      0.574136171      84.7146700851   258.505692136 CC_00122 -468      75624  obsid                                            378394742.06 378394856.07 1         118.00
6         0        2009:362:13:39:49.888 2009:362:13:42:46.472 25.5508436907      6         11358 NMAN      158.65 AA00000000 -0.465928017357    -0.587418791848   0.288140954197   0.595671920024   80.826849706    262.080980429 CC_00122 -468      75624  dec,pitch,q1,q2,q3,q4,ra,roll                    378394856.07 378395032.66 1         118.00
6         0        2009:362:13:42:46.472 2009:362:13:42:50.472 25.5508436907      6         11358 NMAN      158.65 AA00000000 -0.465928017357    -0.587418791848   0.288140954197   0.595671920024   80.826849706    262.080980429 CC_00122 -468      75624  clocking,power_cmd                               378395032.66 378395036.66 1         118.00
6         0        2009:362:13:42:50.472 2009:362:13:42:54.472 25.5508436907      6         11358 NMAN      158.65 AA00000000 -0.465928017357    -0.587418791848   0.288140954197   0.595671920024   80.826849706    262.080980429 CC_00122 -468      75624  clocking,power_cmd                               378395036.66 378395040.66 1         118.00
0         0        2009:362:13:42:54.472 2009:362:13:43:18.472 25.5508436907      0         11358 NMAN      158.65 WSPOW00000 -0.465928017357    -0.587418791848   0.288140954197   0.595671920024   80.826849706    262.080980429 CC_00122 -468      75624  ccd_count,clocking,fep_count,power_cmd,vid_board 378395040.66 378395064.66 1         40.00 
6         0        2009:362:13:43:18.472 2009:362:13:44:21.472 25.5508436907      6         11358 NMAN      158.65 WSPOW3F03F -0.465928017357    -0.587418791848   0.288140954197   0.595671920024   80.826849706    262.080980429 CC_00122 -468      75624  ccd_count,clocking,fep_count,power_cmd,vid_board 378395064.66 378395127.66 1         118.00
6         0        2009:362:13:44:21.472 2009:362:13:44:25.472 25.5508436907      6         11358 NMAN      158.65 WSPOW3F03F -0.465928017357    -0.587418791848   0.288140954197   0.595671920024   80.826849706    262.080980429 TE_00600 -468      75624  si_mode                                          378395127.66 378395131.66 1         118.00
6         1        2009:362:13:44:25.472 2009:362:13:44:33.653 25.5508436907      6         11358 NMAN      158.65 XTZ0000005 -0.465928017357    -0.587418791848   0.288140954197   0.595671920024   80.826849706    262.080980429 TE_00600 -468      75624  clocking,power_cmd                               378395131.66 378395139.84 1         129.00
6         1        2009:362:13:44:33.653 2009:362:13:49:17.418 21.226189836       6         11358 NMAN      143.91 XTZ0000005 -0.481794056208    -0.487871099318   0.297148749349   0.664498983278   68.1208577231   273.672789517 TE_00600 -468      75624  dec,pitch,q1,q2,q3,q4,ra,roll                    378395139.84 378395423.60 1         129.00
6         1        2009:362:13:49:17.418 2009:362:13:54:01.183 11.1076702427      6         11358 NMAN      129.26 XTZ0000005 -0.491987265287    -0.32769934581    0.302288660313   0.747785554529   52.1228106584   287.870823944 TE_00600 -468      75624  dec,pitch,q1,q2,q3,q4,ra,roll                    378395423.60 378395707.37 1         129.00
6         1        2009:362:13:54:01.183 2009:362:13:58:44.948 2.44617756753      6         11358 NMAN      121.74 XTZ0000005 -0.489756083017    -0.212994699291   0.300156221912   0.790366041675   43.1350650489   295.463514565 TE_00600 -468      75624  dec,pitch,q1,q2,q3,q4,ra,roll                    378395707.37 378395991.13 1         129.00
6         1        2009:362:13:58:44.948 2009:362:14:54:17.472 -0.250822598356    6         11358 NPNT      120.08 XTZ0000005 -0.487747524978    -0.179275954471   0.29870431099    0.80046125377    40.7750967058   297.382550307 TE_00600 -468      75624  dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll          378395991.13 378399323.66 1         129.00
6         0        2009:362:14:54:17.472 2009:362:14:54:27.723 -0.250822598356    6         11358 NMAN      120.08 AA00000000 -0.487747524978    -0.179275954471   0.29870431099    0.80046125377    40.7750967058   297.382550307 TE_00600 -468      92904  clocking,pcad_mode,power_cmd,simpos              378399323.66 378399333.91 1         118.00
6         0        2009:362:14:54:27.723 2009:362:14:56:16.648 -0.250822638178    6         11358 NMAN      118.28 AA00000000 -0.487747525       -0.179275954      0.298704311      0.800461254      40.7750966722   297.382550335 TE_00600 -468      92904  dec,pitch,q1,q2,q3,q4,ra,roll                    378399333.91 378399442.83 1         118.00
6         0        2009:362:14:56:16.648 2009:362:14:57:17.472 -0.250822638178    6         11358 NMAN      118.28 AA00000000 -0.487747525       -0.179275954      0.298704311      0.800461254      40.7750966722   297.382550335 TE_00600 -536      92904  simfa_pos                                        378399442.83 378399503.66 1         118.00
6         0        2009:362:14:57:17.472 2009:362:14:57:21.472 -0.250822638178    6         11956 NMAN      118.28 AA00000000 -0.487747525       -0.179275954      0.298704311      0.800461254      40.7750966722   297.382550335 TE_00600 -536      92904  clocking,obsid,power_cmd                         378399503.66 378399507.66 1         118.00
6         0        2009:362:14:57:21.472 2009:362:14:57:25.472 -0.250822638178    6         11956 NMAN      118.28 AA00000000 -0.487747525       -0.179275954      0.298704311      0.800461254      40.7750966722   297.382550335 TE_00600 -536      92904  clocking,power_cmd                               378399507.66 378399511.66 1         118.00
0         0        2009:362:14:57:25.472 2009:362:14:57:49.472 -0.250822638178    0         11956 NMAN      118.28 WSPOW00000 -0.487747525       -0.179275954      0.298704311      0.800461254      40.7750966722   297.382550335 TE_00600 -536      92904  ccd_count,clocking,fep_count,power_cmd,vid_board 378399511.66 378399535.66 1         40.00 
1         0        2009:362:14:57:49.472 2009:362:14:58:52.472 -0.250822638178    1         11956 NMAN      118.28 WSPOW00802 -0.487747525       -0.179275954      0.298704311      0.800461254      40.7750966722   297.382550335 TE_00600 -536      92904  ccd_count,clocking,fep_count,power_cmd,vid_board 378399535.66 378399598.66 1         58.30 
1         0        2009:362:14:58:52.472 2009:362:14:58:56.472 -0.250822638178    1         11956 NMAN      118.28 WSPOW00802 -0.487747525       -0.179275954      0.298704311      0.800461254      40.7750966722   297.382550335 TE_0072A -536      92904  si_mode                                          378399598.66 378399602.66 1         58.30 
1         1        2009:362:14:58:56.472 2009:362:14:59:56.307 -0.250822638178    1         11956 NMAN      118.28 XTZ0000005 -0.487747525       -0.179275954      0.298704311      0.800461254      40.7750966722   297.382550335 TE_0072A -536      92904  clocking,power_cmd                               378399602.66 378399662.49 1         57.00 
1         1        2009:362:14:59:56.307 2009:362:15:05:24.891 -5.72972577742     1         11956 NMAN      110.15 XTZ0000005 -0.500175460974    -0.135262069367   0.314855116712   0.795232630556   39.7373702761   297.734976723 TE_0072A -536      92904  dec,pitch,q1,q2,q3,q4,ra,roll                    378399662.49 378399991.07 1         57.00 
1         1        2009:362:15:05:24.891 2009:362:15:10:53.475 -24.3273142253     1         11956 NMAN      95.21  XTZ0000005 -0.533288087739    0.0156667460064   0.363803529926   0.763547877051   36.2537083706   298.208931325 TE_0072A -536      92904  dec,pitch,q1,q2,q3,q4,ra,roll                    378399991.07 378400319.66 1         57.00 
1         1        2009:362:15:10:53.475 2009:362:15:16:22.059 -48.4858630135     1         11956 NMAN      80.29  XTZ0000005 -0.554506523383    0.210720289095    0.412455533112   0.691375374804   30.5233561133   296.548005962 TE_0072A -536      92904  dec,pitch,q1,q2,q3,q4,ra,roll                    378400319.66 378400648.24 1         57.00 
1         1        2009:362:15:16:22.059 2009:362:15:21:50.643 -66.7983965603     1         11956 NMAN      72.20  XTZ0000005 -0.553457359737    0.354539502742    0.437025815431   0.613999290706   21.4738153486   290.190248455 TE_0072A -536      92904  dec,pitch,q1,q2,q3,q4,ra,roll                    378400648.24 378400976.83 1         57.00 
1         1        2009:362:15:21:50.643 2009:362:20:59:30.393 -72.0278135196     1         11956 NPNT      70.44  XTZ0000005 -0.550251373203    0.395299724112    0.442020127157   0.587860325234   15.9255256269   285.396988977 TE_0072A -536      92904  dec,pcad_mode,pitch,q1,q2,q3,q4,ra,roll          378400976.83 378421236.58 1         57.00 
1         0        2009:362:20:59:30.393 2009:362:20:59:40.644 -72.0278135196     1         11956 NMAN      70.44  AA00000000 -0.550251373203    0.395299724112    0.442020127157   0.587860325234   15.9255256269   285.396988977 TE_0072A -536      71784  clocking,pcad_mode,power_cmd,simpos              378421236.58 378421246.83 1         58.30 
1         0        2009:362:20:59:40.644 2009:362:21:01:34.849 -72.0278133953     1         11956 NMAN      69.73  AA00000000 -0.550251373       0.395299724       0.442020127      0.587860325      15.9255256214   285.396988972 TE_0072A -536      71784  dec,pitch,q1,q2,q3,q4,ra,roll                    378421246.83 378421361.03 1         58.30 
1         0        2009:362:21:01:34.849 2009:362:21:02:30.393 -72.0278133953     1         11956 NMAN      69.73  AA00000000 -0.550251373       0.395299724       0.442020127      0.587860325      15.9255256214   285.396988972 TE_0072A -418      71784  simfa_pos                                        378421361.03 378421416.58 1         58.30 
1         0        2009:362:21:02:30.393 2009:362:21:02:34.393 -72.0278133953     1         10937 NMAN      69.73  AA00000000 -0.550251373       0.395299724       0.442020127      0.587860325      15.9255256214   285.396988972 TE_0072A -418      71784  clocking,obsid,power_cmd                         378421416.58 378421420.58 1         58.30 
1         0        2009:362:21:02:34.393 2009:362:21:02:38.393 -72.0278133953     1         10937 NMAN      69.73  AA00000000 -0.550251373       0.395299724       0.442020127      0.587860325      15.9255256214   285.396988972 TE_0072A -418      71784  clocking,power_cmd                               378421420.58 378421424.58 1         58.30 
0         0        2009:362:21:02:38.393 2009:362:21:02:53.609 -72.0278133953     0         10937 NMAN      69.73  WSPOW00000 -0.550251373       0.395299724       0.442020127      0.587860325      15.9255256214   285.396988972 TE_0072A -418      71784  ccd_count,clocking,fep_count,power_cmd,vid_board 378421424.58 378421439.79 1         40.00 
0         0        2009:362:21:02:53.609 2009:362:21:03:02.393 -72.0278133953     0         10937 NMAN      69.73  WSPOW00000 -0.550251373       0.395299724       0.442020127      0.587860325      15.9255256214   285.396988972 TE_0072A -468      71784  simfa_pos                                        378421439.79 378421448.58 1         40.00 
1         0        2009:362:21:03:02.393 2009:362:21:04:05.393 -72.0278133953     1         10937 NMAN      69.73  WSPOW08002 -0.550251373       0.395299724       0.442020127      0.587860325      15.9255256214   285.396988972 TE_0072A -468      71784  ccd_count,clocking,fep_count,power_cmd,vid_board 378421448.58 378421511.58 1         58.30 
1         0        2009:362:21:04:05.393 2009:362:21:04:09.393 -72.0278133953     1         10937 NMAN      69.73  WSPOW08002 -0.550251373       0.395299724       0.442020127      0.587860325      15.9255256214   285.396988972 TE_00904 -468      71784  si_mode                                          378421511.58 378421515.58 1         58.30 
1         1        2009:362:21:04:09.393 2009:362:21:05:01.867 -72.0278133953     1         10937 NMAN      69.73  XTZ0000005 -0.550251373       0.395299724       0.442020127      0.587860325      15.9255256214   285.396988972 TE_00904 -468      71784  clocking,power_cmd                               378421515.58 378421568.05 1         57.00 
1         1        2009:362:21:05:01.867 2009:362:21:10:23.090 -76.8435288474     1         10937 NMAN      66.77  XTZ0000005 -0.550260673289    0.415139493816    0.466833930846   0.554020281922   15.3889094704   282.623976258 TE_00904 -468      71784  dec,pitch,q1,q2,q3,q4,ra,roll                    378421568.05 378421889.27 1         57.00 
