time         date                  1pdeaat 1pin1at
370419616.97 2009:270:06:19:10.787 22.84   10.20  
370419649.77 2009:270:06:19:43.587 22.72   10.24  
370419682.57 2009:270:06:20:16.387 22.60   10.28  
370419715.37 2009:270:06:20:49.187 22.48   10.31  
370419748.17 2009:270:06:21:21.987 22.37   10.35  
370419780.97 2009:270:06:21:54.787 22.26   10.39  
370419813.77 2009:270:06:22:27.587 22.16   10.42  
370419846.57 2009:270:06:23:00.387 22.05   10.46  
370419879.37 2009:270:06:23:33.187 21.95   10.49  
370419912.17 2009:270:06:24:05.987 21.85   10.52  
370419944.97 2009:270:06:24:38.787 21.76   10.56  
370419977.77 2009:270:06:25:11.587 21.67   10.59  
370420010.57 2009:270:06:25:44.387 21.58   10.62  
370420043.37 2009:270:06:26:17.187 21.49   10.66  
370420076.17 2009:270:06:26:49.987 21.40   10.69  
370420108.97 2009:270:06:27:22.787 21.32   10.72  
370420141.77 2009:270:06:27:55.587 21.24   10.75  
370420174.57 2009:270:06:28:28.387 21.17   10.78  
370420207.37 2009:270:06:29:01.187 21.09   10.81  
370420240.17 2009:270:06:29:33.987 21.02   10.84  
370420272.97 2009:270:06:30:06.787 20.95   10.87  
370420305.77 2009:270:06:30:39.587 20.88   10.90  
370420338.57 2009:270:06:31:12.387 20.81   10.93  
370420371.37 2009:270:06:31:45.187 20.75   10.96  
370420404.17 2009:270:06:32:17.987 20.68   10.99  
370420436.97 2009:270:06:32:50.787 20.62   11.02  
370420469.77 2009:270:06:33:23.587 20.56   11.04  
370420502.57 2009:270:06:33:56.387 20.51   11.07  
370420535.37 2009:270:06:34:29.187 20.45   11.10  
370420568.17 2009:270:06:35:01.987 20.40   11.13  
370420600.97 2009:270:06:35:34.787 20.35   11.15  
370420633.77 2009:270:06:36:07.587 20.29   11.18  
370420666.57 2009:270:06:36:40.387 20.25   11.20  
370420699.37 2009:270:06:37:13.187 20.20   11.23  
370420732.17 2009:270:06:37:45.987 20.15   11.26  
370420764.97 2009:270:06:38:18.787 20.11   11.28  
370420797.77 2009:270:06:38:51.587 20.07   11.31  
370420830.57 2009:270:06:39:24.387 20.03   11.33  
370420863.37 2009:270:06:39:57.187 19.99   11.36  
370420896.17 2009:270:06:40:29.987 19.95   11.38  
370420928.97 2009:270:06:41:02.787 19.91   11.41  
370420961.77 2009:270:06:41:35.587 19.87   11.43  
370420994.57 2009:270:06:42:08.387 19.84   11.45  
