Time	1PDEAAT Prediction (degC)	1PIN1AT Prediction
2009:270:19:59:03.187	 39.48498756	 26.70368417
2009:270:19:59:35.987	 39.50146916	 26.71904206
2009:270:20:00:08.787	 39.51792697	 26.73437767
2009:270:20:00:41.587	 39.53436100	 26.74969103
2009:270:20:01:14.387	 39.55077131	 26.76498218
2009:270:20:01:47.187	 39.56715791	 26.78025116
2009:270:20:02:19.987	 39.58352084	 26.79549799
2009:270:20:02:52.787	 39.59986013	 26.81072270
2009:270:20:03:25.587	 39.61617581	 26.82592533
2009:270:20:03:58.387	 39.63246792	 26.84110592
2009:270:20:04:31.187	 39.64873650	 26.85626449
2009:270:20:05:03.987	 39.66498156	 26.87140107
2009:270:20:05:36.787	 39.68120315	 26.88651570
2009:270:20:06:09.587	 39.69740129	 26.90160841
2009:270:20:06:42.387	 39.71357602	 26.91667923
2009:270:20:07:15.187	 39.72972737	 26.93172819
2009:270:20:07:47.987	 39.74585537	 26.94675533
2009:270:20:08:20.787	 39.76196006	 26.96176068
2009:270:20:08:53.587	 39.77804147	 26.97674426
2009:270:20:09:26.387	 39.79409962	 26.99170612
2009:270:20:09:59.187	 39.81013456	 27.00664628
2009:270:20:10:31.987	 39.82614631	 27.02156477
2009:270:20:11:04.787	 39.84213490	 27.03646163
2009:270:20:11:37.587	 39.85810038	 27.05133689
2009:270:20:12:10.387	 39.87404276	 27.06619057
2009:270:20:12:43.187	 39.88996209	 27.08102272
2009:270:20:13:15.987	 39.90585840	 27.09583335
2009:270:20:13:48.787	 39.92173171	 27.11062251
2009:270:20:14:21.587	 39.93758205	 27.12539023
2009:270:20:14:54.387	 39.95340948	 27.14013653
2009:270:20:15:27.187	 39.96921400	 27.15486144
2009:270:20:15:59.987	 39.98499566	 27.16956501
2009:270:20:16:32.787	 40.00075448	 27.18424725
2009:270:20:17:05.587	 40.01649051	 27.19890820
2009:270:20:17:38.387	 40.03220377	 27.21354790
2009:270:20:18:11.187	 40.04789429	 27.22816637
2009:270:20:18:43.987	 40.06356210	 27.24276364
2009:270:20:19:16.787	 40.07920725	 27.25733974
2009:270:20:19:49.587	 40.09482975	 27.27189471
2009:270:20:20:22.387	 40.11042964	 27.28642857
2009:270:20:20:55.187	 40.12600696	 27.30094136
2009:270:20:21:27.987	 40.14156173	 27.31543311
2009:270:20:22:00.787	 40.15709399	 27.32990384
2009:270:20:22:33.587	 40.17260377	 27.34435359
2009:270:20:23:06.387	 40.18809109	 27.35878240
2009:270:20:23:39.187	 40.20355600	 27.37319028
2009:270:20:24:11.987	 40.21899853	 27.38757727
2009:270:20:24:44.787	 40.23441869	 27.40194340
2009:270:20:25:17.587	 40.24981647	 27.41628864
2009:270:20:25:50.387	 40.26519193	 27.43061305
2009:270:20:26:23.187	 40.28054513	 27.44491669
2009:270:20:26:55.987	 40.29587611	 27.45919960
2009:270:20:27:28.787	 40.31118488	 27.47346180
2009:270:20:28:01.587	 40.32647150	 27.48770331
2009:270:20:28:34.387	 40.34173597	 27.50192418
2009:270:20:29:07.187	 40.35697835	 27.51612444
2009:270:20:29:39.987	 40.37219866	 27.53030410
2009:270:20:30:12.787	 40.38739692	 27.54446320
2009:270:20:30:45.587	 40.40257318	 27.55860178
2009:270:20:31:18.387	 40.41772746	 27.57271986
2009:270:20:31:51.187	 40.43285980	 27.58681747
2009:270:20:32:23.987	 40.44797023	 27.60089464
2009:270:20:32:56.787	 40.46305877	 27.61495140
2009:270:20:33:29.587	 40.47812546	 27.62898778
2009:270:20:34:02.387	 40.49317033	 27.64300381
2009:270:20:34:35.187	 40.50819341	 27.65699951
2009:270:20:35:07.987	 40.52319473	 27.67097493
2009:270:20:35:40.787	 40.53817432	 27.68493009
2009:270:20:36:13.587	 40.55313222	 27.69886501
2009:270:20:36:46.387	 40.56806846	 27.71277974
2009:270:20:37:19.187	 40.58298306	 27.72667428
2009:270:20:37:51.987	 40.59787606	 27.74054869
2009:270:20:38:24.787	 40.61274748	 27.75440298
2009:270:20:38:57.587	 40.62759737	 27.76823718
2009:270:20:39:30.387	 40.64242574	 27.78205133
2009:270:20:40:03.187	 40.65723264	 27.79584545
2009:270:20:40:35.987	 40.67201809	 27.80961957
2009:270:20:41:08.787	 40.68678211	 27.82337372
2009:270:20:41:41.587	 40.70152475	 27.83710793
2009:270:20:42:14.387	 40.71624604	 27.85082223
2009:270:20:42:47.187	 40.73094600	 27.86451665
2009:270:20:43:19.987	 40.74562466	 27.87819121
2009:270:20:43:52.787	 40.76028206	 27.89184595
2009:270:20:44:25.587	 40.77491822	 27.90548090
2009:270:20:44:58.387	 40.78953318	 27.91909607
2009:270:20:45:31.187	 40.80412696	 27.93269151
2009:270:20:46:03.987	 40.81869960	 27.94626724
2009:270:20:46:36.787	 40.83325113	 27.95982329
2009:270:20:47:09.587	 40.84778158	 27.97335968
2009:270:20:47:42.387	 40.86229098	 27.98687645
2009:270:20:48:15.187	 40.87677935	 28.00037363
2009:270:20:48:47.987	 40.89124673	 28.01385124
2009:270:20:49:20.787	 40.90569315	 28.02730931
2009:270:20:49:53.587	 40.92011864	 28.04074786
2009:270:20:50:26.387	 40.93452322	 28.05416694
2009:270:20:50:59.187	 40.94890694	 28.06756656
2009:270:20:51:31.987	 40.96326981	 28.08094676
2009:270:20:52:04.787	 40.97761187	 28.09430756
2009:270:20:52:37.587	 40.99193315	 28.10764899
2009:270:20:53:10.387	 41.00623368	 28.12097108
2009:270:20:53:43.187	 41.02051349	 28.13427386
2009:270:20:54:15.987	 41.03477261	 28.14755735
