tstart	tstop	obsid	simpos	feps	ccds	vid	clk	power	pitch
2008:310:12:50:14.372	2008:310:13:54:44.366	57526	-99612	6	6	0	0	96.60	155.56
2008:310:13:54:44.366	2008:310:13:54:48.366	57526	-99612	6	6	0	0	96.60	155.56
2008:310:13:54:48.366	2008:310:13:54:52.366	57526	-99612	6	6	0	0	96.60	155.56
2008:310:13:54:52.366	2008:310:13:55:16.366	57526	-99612	0	0	1	0	40.00	155.56
2008:310:13:55:16.366	2008:310:13:56:23.366	57526	-99612	6	6	1	0	118.00	155.56
2008:310:13:56:23.366	2008:310:14:50:14.372	57526	-99612	6	6	1	1	129.00	155.56
2008:310:14:50:14.372	2008:310:16:38:24.366	57526	-99612	6	6	1	1	129.00	155.59
2008:310:16:38:24.366	2008:310:16:41:24.366	57526	-99612	6	6	1	0	118.00	155.59
2008:310:16:41:24.366	2008:310:16:45:54.366	10765	74427	6	6	1	0	118.00	155.62
2008:310:16:45:54.366	2008:310:16:46:14.966	10765	74427	6	6	1	0	118.00	152.01
2008:310:16:46:14.966	2008:310:16:46:18.966	10765	74427	6	6	1	0	118.00	152.01
2008:310:16:46:18.966	2008:310:16:46:22.966	10765	74427	6	6	1	0	118.00	152.01
2008:310:16:46:22.966	2008:310:16:46:46.966	10765	74427	0	0	1	0	40.00	152.01
2008:310:16:46:46.966	2008:310:16:47:53.966	10765	74427	6	6	1	0	118.00	152.01
2008:310:16:47:53.966	2008:310:16:50:24.366	10765	74427	6	6	1	1	129.00	152.01
2008:310:16:50:24.366	2008:310:16:54:54.366	10765	74427	6	6	1	1	129.00	139.37
2008:310:16:54:54.366	2008:310:16:59:24.366	10765	74427	6	6	1	1	129.00	119.67
2008:310:16:59:24.366	2008:310:17:03:54.366	10765	74427	6	6	1	1	129.00	99.45
2008:310:17:03:54.366	2008:310:17:08:24.366	10765	74427	6	6	1	1	129.00	80.02
2008:310:17:08:24.366	2008:310:17:12:33.524	10765	74427	6	6	1	1	129.00	68.09
2008:310:17:12:33.524	2008:310:19:07:33.524	10765	74427	6	6	1	1	129.00	65.08
2008:310:19:07:33.524	2008:310:21:02:33.524	10765	74427	6	6	1	1	129.00	65.10
2008:310:21:02:33.524	2008:310:22:42:03.520	10765	74427	6	6	1	1	129.00	65.12
2008:310:22:42:03.520	2008:310:22:45:03.520	10765	92905	6	6	1	0	118.00	65.14
2008:310:22:45:03.520	2008:310:22:47:03.520	10798	92905	6	6	1	0	118.00	65.14
2008:310:22:47:03.520	2008:310:22:49:54.120	10798	92905	6	6	1	0	118.00	69.50
2008:310:22:49:54.120	2008:310:22:49:58.120	10798	92905	6	6	1	0	118.00	69.50
2008:310:22:49:58.120	2008:310:22:50:02.120	10798	92905	6	6	1	0	118.00	69.50
2008:310:22:50:02.120	2008:310:22:50:26.120	10798	92905	0	0	1	0	40.00	69.50
2008:310:22:50:26.120	2008:310:22:51:33.120	10798	92905	5	5	1	0	112.30	69.50
2008:310:22:51:33.120	2008:310:22:52:03.520	10798	92905	5	5	1	1	113.90	69.50
2008:310:22:52:03.520	2008:310:22:57:03.520	10798	92905	5	5	1	1	113.90	84.61
2008:310:22:57:03.520	2008:310:23:02:03.520	10798	92905	5	5	1	1	113.90	106.31
2008:310:23:02:03.520	2008:310:23:07:03.520	10798	92905	5	5	1	1	113.90	127.54
2008:310:23:07:03.520	2008:310:23:11:00.112	10798	92905	5	5	1	1	113.90	140.38
2008:310:23:11:00.112	2008:311:01:21:00.112	10798	92905	5	5	1	1	113.90	142.93
2008:311:01:21:00.112	2008:311:03:31:00.112	10798	92905	5	5	1	1	113.90	142.92
2008:311:03:31:00.112	2008:311:05:41:00.112	10798	92905	5	5	1	1	113.90	142.91
2008:311:05:41:00.112	2008:311:07:51:00.112	10798	92905	5	5	1	1	113.90	142.89
2008:311:07:51:00.112	2008:311:10:01:00.112	10798	92905	5	5	1	1	113.90	142.88
2008:311:10:01:00.112	2008:311:12:11:00.112	10798	92905	5	5	1	1	113.90	142.87
2008:311:12:11:00.112	2008:311:14:07:10.108	10798	92905	5	5	1	1	113.90	142.86
2008:311:14:07:10.108	2008:311:14:10:10.108	10798	92905	5	5	1	0	112.30	142.84
2008:311:14:10:10.108	2008:311:14:12:00.108	57525	92905	5	5	1	0	112.30	142.84
2008:311:14:12:00.108	2008:311:14:16:50.108	57525	92905	5	5	1	0	112.30	143.14
2008:311:14:16:50.108	2008:311:14:21:40.108	57525	92905	5	5	1	0	112.30	144.39
2008:311:14:21:40.108	2008:311:14:26:30.108	57525	92905	5	5	1	0	112.30	146.71
2008:311:14:26:30.108	2008:311:14:31:20.108	57525	92905	5	5	1	0	112.30	149.43
2008:311:14:31:20.108	2008:311:14:36:10.108	57525	92905	5	5	1	0	112.30	152.18
2008:311:14:36:10.108	2008:311:14:41:00.108	57525	92905	5	5	1	0	112.30	154.50
2008:311:14:41:00.108	2008:311:14:45:19.601	57525	92905	5	5	1	0	112.30	155.57
2008:311:14:45:19.601	2008:311:14:49:59.598	57525	92905	5	5	1	0	112.30	155.77
2008:311:14:49:59.598	2008:311:14:54:19.598	10777	74427	5	5	1	0	112.30	155.77
2008:311:14:54:19.598	2008:311:14:54:50.198	10777	74427	5	5	1	0	112.30	152.54
2008:311:14:54:50.198	2008:311:14:54:54.198	10777	74427	5	5	1	0	112.30	152.54
2008:311:14:54:54.198	2008:311:14:54:58.198	10777	74427	5	5	1	0	112.30	152.54
2008:311:14:54:58.198	2008:311:14:55:22.198	10777	74427	0	0	1	0	40.00	152.54
2008:311:14:55:22.198	2008:311:14:56:29.198	10777	74427	6	6	1	0	118.00	152.54
2008:311:14:56:29.198	2008:311:14:58:39.598	10777	74427	6	6	1	1	129.00	152.54
2008:311:14:58:39.598	2008:311:15:02:59.598	10777	74427	6	6	1	1	129.00	141.09
2008:311:15:02:59.598	2008:311:15:07:19.598	10777	74427	6	6	1	1	129.00	122.66
2008:311:15:07:19.598	2008:311:15:11:39.598	10777	74427	6	6	1	1	129.00	103.47
2008:311:15:11:39.598	2008:311:15:15:59.598	10777	74427	6	6	1	1	129.00	85.27
2008:311:15:15:59.598	2008:311:15:20:06.909	10777	74427	6	6	1	1	129.00	74.24
2008:311:15:20:06.909	2008:311:17:20:06.909	10777	74427	6	6	1	1	129.00	71.35
2008:311:17:20:06.909	2008:311:19:20:06.909	10777	74427	6	6	1	1	129.00	71.41
2008:311:19:20:06.909	2008:311:21:20:06.909	10777	74427	6	6	1	1	129.00	71.47
2008:311:21:20:06.909	2008:311:23:06:16.904	10777	74427	6	6	1	1	129.00	71.53
2008:311:23:06:16.904	2008:311:23:09:16.904	10777	74427	6	6	1	0	118.00	71.58
2008:311:23:09:16.904	2008:311:23:11:16.904	57524	74427	6	6	1	0	118.00	71.58
2008:311:23:11:16.904	2008:311:23:16:16.904	57524	74427	6	6	1	0	118.00	76.16
2008:311:23:16:16.904	2008:311:23:21:16.904	57524	74427	6	6	1	0	118.00	91.90
2008:311:23:21:16.904	2008:311:23:26:16.904	57524	74427	6	6	1	0	118.00	114.32
2008:311:23:26:16.904	2008:311:23:31:16.904	57524	74427	6	6	1	0	118.00	136.32
2008:311:23:31:16.904	2008:311:23:35:19.987	57524	74427	6	6	1	0	118.00	149.92
2008:311:23:35:19.987	2008:311:23:39:59.983	57524	74427	6	6	1	0	118.00	152.78
2008:311:23:39:59.983	2008:311:23:44:50.583	10380	71364	6	6	1	0	118.00	152.78
2008:311:23:44:50.583	2008:311:23:44:54.583	10380	71364	6	6	1	0	118.00	152.78
2008:311:23:44:54.583	2008:311:23:44:58.583	10380	71364	6	6	1	0	118.00	152.78
2008:311:23:44:58.583	2008:311:23:44:59.983	10380	71364	0	0	1	0	40.00	152.78
2008:311:23:44:59.983	2008:311:23:45:22.583	10380	71364	0	0	1	0	40.00	152.76
2008:311:23:45:22.583	2008:311:23:46:29.583	10380	71364	1	1	1	0	58.30	152.76
2008:311:23:46:29.583	2008:311:23:49:59.983	10380	71364	1	1	1	1	57.00	152.76
2008:311:23:49:59.983	2008:311:23:54:59.983	10380	71364	1	1	1	1	57.00	152.66
2008:311:23:54:59.983	2008:311:23:59:59.983	10380	71364	1	1	1	1	57.00	152.42
2008:311:23:59:59.983	2008:312:00:04:59.983	10380	71364	1	1	1	1	57.00	152.11
2008:312:00:04:59.983	2008:312:00:09:59.983	10380	71364	1	1	1	1	57.00	151.78
2008:312:00:09:59.983	2008:312:00:14:59.983	10380	71364	1	1	1	1	57.00	151.47
2008:312:00:14:59.983	2008:312:00:19:59.983	10380	71364	1	1	1	1	57.00	151.25
2008:312:00:19:59.983	2008:312:00:24:39.942	10380	71364	1	1	1	1	57.00	151.15
2008:312:00:24:39.942	2008:312:02:34:39.942	10380	71364	1	1	1	1	57.00	151.13
2008:312:02:34:39.942	2008:312:04:44:39.942	10380	71364	1	1	1	1	57.00	151.04
2008:312:04:44:39.942	2008:312:06:54:39.942	10380	71364	1	1	1	1	57.00	150.95
2008:312:06:54:39.942	2008:312:09:04:39.942	10380	71364	1	1	1	1	57.00	150.86
2008:312:09:04:39.942	2008:312:10:45:49.940	10380	71364	1	1	1	1	57.00	150.77
2008:312:10:45:49.940	2008:312:10:48:49.940	10380	71364	1	1	1	0	58.30	150.70
2008:312:10:48:49.940	2008:312:10:50:29.940	57523	71364	1	1	1	0	58.30	150.70
2008:312:10:50:29.940	2008:312:10:55:09.940	57523	71364	1	1	1	0	58.30	150.74
2008:312:10:55:09.940	2008:312:10:59:49.940	57523	71364	1	1	1	0	58.30	150.91
2008:312:10:59:49.940	2008:312:11:04:29.940	57523	71364	1	1	1	0	58.30	151.28
2008:312:11:04:29.940	2008:312:11:09:09.940	57523	71364	1	1	1	0	58.30	151.75
2008:312:11:09:09.940	2008:312:11:13:49.940	57523	71364	1	1	1	0	58.30	152.25
2008:312:11:13:49.940	2008:312:11:18:29.940	57523	71364	1	1	1	0	58.30	152.73
2008:312:11:18:29.940	2008:312:11:23:09.940	57523	71364	1	1	1	0	58.30	153.08
2008:312:11:23:09.940	2008:312:11:26:25.550	57523	71364	1	1	1	0	58.30	153.22
2008:312:11:26:25.550	2008:312:11:31:05.547	57523	71364	1	1	1	0	58.30	153.24
2008:312:11:31:05.547	2008:312:11:34:05.547	09099	75620	1	1	1	0	58.30	153.24
2008:312:11:34:05.547	2008:312:11:34:09.547	09099	75620	1	1	1	0	58.30	153.24
2008:312:11:34:09.547	2008:312:11:34:13.547	09099	75620	1	1	1	0	58.30	153.24
2008:312:11:34:13.547	2008:312:11:34:37.547	09099	75620	0	0	1	0	40.00	153.24
2008:312:11:34:37.547	2008:312:11:35:35.547	09099	75620	6	6	1	0	118.00	153.24
2008:312:11:35:35.547	2008:312:11:35:44.547	09099	75620	6	6	1	0	118.00	149.67
2008:312:11:35:44.547	2008:312:11:40:05.547	09099	75620	6	6	1	1	129.00	149.67
2008:312:11:40:05.547	2008:312:11:44:35.547	09099	75620	6	6	1	1	129.00	137.15
2008:312:11:44:35.547	2008:312:11:49:05.547	09099	75620	6	6	1	1	129.00	117.63
2008:312:11:49:05.547	2008:312:11:53:35.547	09099	75620	6	6	1	1	129.00	98.83
2008:312:11:53:35.547	2008:312:11:57:17.472	09099	75620	6	6	1	1	129.00	87.96
2008:312:11:57:17.472	2008:312:14:02:17.472	09099	75620	6	6	1	1	129.00	85.68
2008:312:14:02:17.472	2008:312:15:40:18.618	09099	75620	6	6	1	1	129.00	85.72
2008:312:15:40:18.618	2008:312:15:55:18.618	09099	-99612	6	6	1	0	118.00	85.72
2008:312:15:55:18.618	2008:312:15:58:18.618	57522	-99612	6	6	1	0	118.00	85.75
2008:312:15:58:18.618	2008:312:15:58:22.618	57522	-99612	6	6	1	0	118.00	85.75
2008:312:15:58:22.618	2008:312:15:58:26.618	57522	-99612	6	6	1	0	118.00	85.75
2008:312:15:58:26.618	2008:312:15:58:50.618	57522	-99612	0	0	1	0	40.00	85.75
2008:312:15:58:50.618	2008:312:15:59:57.618	57522	-99612	6	6	1	0	118.00	85.75
2008:312:15:59:57.618	2008:312:16:00:18.618	57522	-99612	6	6	1	1	129.00	85.75
2008:312:16:00:18.618	2008:312:16:05:18.618	57522	-99612	6	6	1	1	129.00	89.48
2008:312:16:05:18.618	2008:312:16:10:18.618	57522	-99612	6	6	1	1	129.00	102.71
2008:312:16:10:18.618	2008:312:16:15:18.618	57522	-99612	6	6	1	1	129.00	122.17
2008:312:16:15:18.618	2008:312:16:20:18.618	57522	-99612	6	6	1	1	129.00	141.35
2008:312:16:20:18.618	2008:312:16:24:08.927	57522	-99612	6	6	1	1	129.00	152.65
2008:312:16:24:08.927	2008:312:18:33:58.618	57522	-99612	6	6	1	1	129.00	154.77
